elapsed_runtime_s,Temperature TS inlet (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Bypass temperature (Mean),Pump outlet pressure (Mean),TS inlet pressure (Mean),TS outlet pressure (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Flow rate (Mean),Pressure_Ratio,Relative_Ratio_Dev,run_specific_time_s,label
1081.0,-1.073807,-1.059863,-1.28321,24.685662,0.312645,0.259593,0.191796,0.06779700000000002,0.05305199999999999,0.12084900000000001,898.147992,1.277910768476807,0.021462860832057173,0.0,0
1082.0,-1.072363,-1.060388,-1.287279,24.687238,0.314308,0.260895,0.1924,0.068495,0.05341299999999999,0.12190799999999999,894.116831,1.2823417081663986,0.018069948623604004,1.0,0
1083.0,-1.075119,-1.053168,-1.289116,24.69367,0.314951,0.261373,0.193062,0.06831100000000001,0.05357799999999996,0.12188899999999997,895.191807,1.2749584725358827,0.023723528239573133,2.0,0
1084.0,-1.082995,-1.058813,-1.294104,24.704172,0.315172,0.261567,0.193183,0.068384,0.053605000000000014,0.12198900000000001,897.327615,1.2756780957355516,0.02317248974419972,3.0,0
1085.0,-1.053725,-1.051462,-1.277435,24.699052,0.316127,0.26288,0.194122,0.06875800000000001,0.05324699999999999,0.122005,898.831639,1.2912785456730773,0.011226726371538875,4.0,0
1086.0,-1.075119,-1.052118,-1.287541,24.70299,0.315907,0.26247,0.193398,0.069072,0.05343700000000001,0.122509,900.991021,1.2925633444365427,0.010242914874350806,5.0,0
1087.0,-1.064094,-1.051725,-1.290166,24.699709,0.313812,0.261667,0.192447,0.06921999999999998,0.052145,0.12136499999999997,900.29323,1.3274268400260802,0.016453178528354817,6.0,0
1088.0,-1.074201,-1.050412,-1.297385,24.706797,0.316963,0.263121,0.193603,0.069518,0.053842,0.12336,898.836354,1.2911241944171015,0.011344918063928788,7.0,0
1089.0,-1.068557,-1.050937,-1.29161,24.705616,0.316338,0.263153,0.193939,0.06921400000000003,0.05318499999999998,0.12239900000000001,901.669954,1.3013575000940105,0.0035089486767631017,8.0,0
1090.0,-1.077351,-1.052643,-1.285047,24.701546,0.315511,0.262544,0.193188,0.069356,0.052966999999999986,0.12232299999999999,902.032994,1.3093943513064494,0.002645125290946071,9.0,0
1091.0,-1.090082,-1.052512,-1.298172,24.712705,0.316072,0.263515,0.194023,0.069492,0.05255700000000002,0.12204900000000002,900.915584,1.3221964306099923,0.012448086785684653,10.0,0
1092.0,-1.075907,-1.052512,-1.312741,24.715068,0.315677,0.263846,0.193765,0.07008100000000003,0.05183099999999996,0.12191199999999999,902.37246,1.3520797962648574,0.03533073544782561,11.0,0
1093.0,-1.073807,-1.054875,-1.321797,24.714674,0.316283,0.263977,0.194658,0.06931900000000002,0.052305999999999964,0.12162499999999998,902.551623,1.3252337163285997,0.014773833583690221,12.0,0
