T1,T2,Win,Clean_Fail,Clean_partial,clean_correct,Partial_correct,Partial_full,Partial_no,Full_Found,Full_partial,Full_wrong,Base,Persist,percentage_baseline,min_options,max_options
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,10,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,10,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,10,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,10,100
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,10,100
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,10,100
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,10,100
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,10,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,10,100
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,10,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,10,100
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,10,100
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,10,100
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,10,125
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,10,125
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,10,125
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,10,125
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,10,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,10,125
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,10,125
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,10,125
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,10,125
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,10,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,10,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,10,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,10,125
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,10,125
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,10,125
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,10,125
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,10,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,10,125
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,10,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,10,125
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,10,125
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,10,125
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,10,150
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,10,150
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,10,150
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,10,150
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,10,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,10,150
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,10,150
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,10,150
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,10,150
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,10,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,10,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,10,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,10,150
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,10,150
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,10,150
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,10,150
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,10,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,10,150
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,10,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,10,150
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,10,150
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,10,150
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,10,200
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,10,200
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,10,200
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,10,200
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,10,200
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,10,200
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,10,200
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,10,200
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,10,200
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,10,200
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,10,200
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,10,200
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,10,200
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,10,200
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,10,200
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,10,200
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,10,200
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,10,200
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,10,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,10,200
1.04,1.07,5,2,0,5,0,1,2,11,5,13,Relative_DP,10,0.15,10,200
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,10,200
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,10,600
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,10,600
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,10,600
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,10,600
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,10,600
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,10,600
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,10,600
1.04,1.07,5,2,2,3,0,1,2,12,7,10,Relative_DP,3,0.1,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,10,600
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,10,600
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,10,600
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,10,600
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,10,600
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,10,600
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,10,600
1.04,1.07,5,2,2,3,0,1,2,12,7,10,Relative_DP,3,0.15,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,10,600
1.04,1.07,5,2,2,3,0,1,2,12,5,12,Relative_DP,4,0.15,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,10,600
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,10,600
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,10,600
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,10,600
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,10,600
1.04,1.07,5,2,0,5,0,1,2,11,5,13,Relative_DP,10,0.15,10,600
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,10,600
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,15,75
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,15,75
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,15,75
1.04,1.07,5,2,1,4,0,1,2,13,4,12,Relative_DP,6,0.05,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,15,75
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,15,75
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,15,75
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,15,75
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,15,75
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,15,75
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,15,75
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,6,0.1,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,15,75
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,15,75
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,15,75
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,15,75
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,15,75
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,15,75
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,15,75
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,6,0.15,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,15,75
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,15,75
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,15,75
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,15,75
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,15,75
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,15,100
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,15,100
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,15,100
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,15,100
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,15,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,15,100
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,15,100
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,15,100
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,15,100
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,15,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,15,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,15,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,15,100
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,15,100
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,15,100
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,15,100
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,15,100
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,15,100
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,15,100
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,15,100
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,15,100
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,15,100
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,15,125
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,15,125
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,15,125
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,15,125
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,15,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,15,125
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,15,125
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,15,125
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,15,125
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,15,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,15,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,15,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,15,125
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,15,125
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,15,125
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,15,125
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,15,125
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,15,125
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,15,125
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,15,125
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,15,125
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,15,125
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,15,150
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,15,150
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,5,0.05,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.05,15,150
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,6,0.05,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.05,15,150
1.04,1.07,5,2,0,5,0,1,2,13,4,12,Relative_DP,7,0.05,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.05,15,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.05,15,150
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.05,15,150
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.1,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.1,15,150
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,4,0.1,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.1,15,150
1.04,1.07,5,2,1,4,0,1,2,12,6,11,Relative_DP,5,0.1,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.1,15,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.1,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.1,15,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,7,0.1,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.1,15,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,10,0.1,15,150
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.1,15,150
1.04,1.07,5,2,1,4,0,1,2,12,7,10,Relative_DP,3,0.15,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.15,15,150
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,4,0.15,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.15,15,150
1.04,1.07,5,2,1,4,0,1,2,12,5,12,Relative_DP,5,0.15,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,5,0.15,15,150
1.04,1.07,5,2,0,5,0,1,2,12,5,12,Relative_DP,6,0.15,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,6,0.15,15,150
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,7,0.15,15,150
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,7,0.15,15,150
1.04,1.07,5,2,0,5,0,1,2,11,6,12,Relative_DP,10,0.15,15,150
1.04,1.07,5,0,0,7,0,0,3,0,0,29,Total system DP,10,0.15,15,150
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,3,0.05,15,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,3,0.05,15,200
1.04,1.07,5,2,1,4,0,1,2,13,6,10,Relative_DP,4,0.05,15,200
1.04,1.07,5,0,0,7,0,0,3,0,1,28,Total system DP,4,0.05,15,200
