Time,Temperature TS outlet (Mean),Temperature TS inlet (Mean),Bypass temperature (Mean),Tank temperature (Mean),TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Flow rate (Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2018-06-20 14:27:16.663,21.972187,-1.150591,24.072222,-1.611857,0.066281,0.069307,0.150692,0.929399,1.0,1897.0,31.616666666666667
2018-06-20 14:27:17.663,21.969561,-1.149934,24.067234,-1.609101,0.064758,0.067543,0.150389,0.811529,1.0,1898.0,31.633333333333333
2018-06-20 14:27:18.663,21.966805,-1.143109,24.061326,-1.615532,0.065289,0.067638,0.149764,0.839818,1.0,1899.0,31.65
2018-06-20 14:27:19.663,21.963392,-1.13799,24.063164,-1.62367,0.066239,0.068142,0.149644,1.033125,1.0,1900.0,31.666666666666668
2018-06-20 14:27:20.663,21.960111,-1.142059,24.064346,-1.620782,0.065546,0.068273,0.148992,0.849248,1.0,1901.0,31.683333333333334
2018-06-20 14:27:21.663,21.96838,-1.130771,24.071041,-1.624195,0.06604,0.068247,0.148919,1.061414,1.0,1902.0,31.7
2018-06-20 14:27:22.663,21.970086,-1.121583,24.071041,-1.625114,0.066181,0.067685,0.148983,1.084988,1.0,1903.0,31.716666666666665
2018-06-20 14:27:23.663,21.967724,-1.121452,24.067365,-1.626295,0.065137,0.066981,0.148496,0.816244,1.0,1904.0,31.733333333333334
2018-06-20 14:27:24.663,21.966017,-1.110427,24.066709,-1.634039,0.065992,0.0679,0.148083,0.773811,1.0,1905.0,31.75
2018-06-20 14:27:25.663,21.967855,-1.100452,24.066052,-1.64257,0.065914,0.068446,0.14743,0.830388,1.0,1906.0,31.766666666666666
2018-06-20 14:27:26.663,21.973499,-1.087326,24.069071,-1.636007,0.064926,0.067953,0.147274,0.604078,1.0,1907.0,31.783333333333335
2018-06-20 14:27:27.663,21.962605,-1.092051,24.065921,-1.639026,0.065063,0.067585,0.147063,0.872822,1.0,1908.0,31.8
2018-06-20 14:27:28.663,21.956041,-1.084963,24.063952,-1.651101,0.065641,0.06675,0.146897,0.820959,1.0,1909.0,31.816666666666666
2018-06-20 14:27:29.663,21.967855,-1.071182,24.06684,-1.645195,0.065845,0.067512,0.146493,1.160425,1.0,1910.0,31.833333333333332
2018-06-20 14:27:30.663,21.964967,-1.061469,24.068284,-1.653726,0.065541,0.067738,0.146218,0.721948,1.0,1911.0,31.85
2018-06-20 14:27:31.663,21.960636,-1.053987,24.070909,-1.652676,0.065194,0.067895,0.14596,0.731378,1.0,1912.0,31.866666666666667
2018-06-20 14:27:32.663,21.964442,-1.049525,24.073272,-1.660026,0.065221,0.067627,0.145666,0.721948,1.0,1913.0,31.883333333333333
2018-06-20 14:27:33.663,21.963917,-1.043093,24.076291,-1.662257,0.0649,0.067029,0.145097,0.91997,1.0,1914.0,31.9
2018-06-20 14:27:34.663,21.965886,-1.031674,24.077867,-1.664095,0.06531,0.066792,0.145299,0.707803,1.0,1915.0,31.916666666666668
2018-06-20 14:27:35.663,21.962867,-1.031937,24.079573,-1.670395,0.064979,0.067218,0.144637,1.207573,1.0,1916.0,31.933333333333334
2018-06-20 14:27:36.663,21.965886,-1.025768,24.081017,-1.674594,0.064627,0.067018,0.144251,0.627652,1.0,1917.0,31.95
2018-06-20 14:27:37.663,21.972449,-1.01028,24.08443,-1.677088,0.065173,0.067302,0.14438,0.901111,1.0,1918.0,31.966666666666665
2018-06-20 14:27:38.663,21.973237,-1.004505,24.084956,-1.682076,0.065746,0.068677,0.144141,0.844533,1.0,1919.0,31.983333333333334
2018-06-20 14:27:39.663,21.968774,-1.003192,24.089944,-1.682469,0.065488,0.067706,0.143526,0.707803,1.0,1920.0,32.0
2018-06-20 14:27:40.663,21.966805,-0.989935,24.079311,-1.685882,0.065872,0.068084,0.143792,0.816244,1.0,1921.0,32.016666666666666
