Time,TS outlet pressure (Mean),Pump outlet pressure (Mean),Differential pressure (Mean),Flow rate (Mean),Tank temperature (Mean),Temperature TS inlet (Mean),Temperature TS outlet (Mean),Bypass temperature (Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-12-07 12:10:27.016,0.404604,0.592801,0.652371,1489.642909,-1.409214,-1.248733,-1.089894,25.036846,1.998,5308.173,88.46955
2021-12-07 12:10:29.016,0.404665,0.591761,0.65194,1484.582922,-1.406846,-1.243847,-1.096091,25.036753,2.0,5310.173,88.50288333333333
2021-12-07 12:10:31.016,0.405027,0.591797,0.651807,1482.265594,-1.403565,-1.248572,-1.097994,25.053622,2.0,5312.173,88.53621666666666
2021-12-07 12:10:33.016,0.404303,0.591506,0.651123,1482.234947,-1.391293,-1.251919,-1.100816,25.053687,2.0,5314.173,88.56954999999999
2021-12-07 12:10:35.016,0.404308,0.592018,0.651711,1484.351896,-1.405206,-1.242469,-1.096157,25.052965,2.0,5316.173,88.60288333333332
2021-12-07 12:10:37.016,0.404604,0.591721,0.652239,1482.277381,-1.426074,-1.247784,-1.093269,25.047058,2.0,5318.173,88.63621666666667
2021-12-07 12:10:39.015,0.404864,0.592346,0.652409,1483.816766,-1.402187,-1.252772,-1.087362,25.061039,1.999,5320.172,88.66953333333332
2021-12-07 12:10:41.014,0.404994,0.591151,0.650503,1480.254069,-1.393224,-1.244352,-1.087248,25.068551,1.999,5322.171,88.70285
2021-12-07 12:10:43.015,0.406277,0.592133,0.652221,1477.38341,-1.412031,-1.243584,-1.094516,25.062089,2.001,5324.172,88.7362
2021-12-07 12:10:45.014,0.405775,0.591314,0.651678,1479.726669,-1.402975,-1.238465,-1.084606,25.06944,1.999,5326.171,88.76951666666668
2021-12-07 12:10:47.015,0.406962,0.592551,0.652083,1477.69223,-1.423646,-1.245684,-1.087625,25.081977,2.001,5328.172,88.80286666666666
2021-12-07 12:10:49.014,0.40609,0.592007,0.65194,1478.724773,-1.403959,-1.237678,-1.08664,25.070753,1.999,5330.171,88.83618333333334
2021-12-07 12:10:51.015,0.405342,0.592354,0.653249,1479.490929,-1.394837,-1.241878,-1.087165,25.074166,2.001,5332.172,88.86953333333332
2021-12-07 12:10:53.015,0.403586,0.590836,0.651711,1482.767721,-1.420496,-1.249688,-1.090644,25.075741,2.0,5334.172,88.90286666666665
2021-12-07 12:10:55.015,0.404182,0.591624,0.652625,1486.244892,-1.409931,-1.245553,-1.087559,25.078957,2.0,5336.172,88.9362
2021-12-07 12:10:57.015,0.404969,0.593039,0.653796,1485.950216,-1.420562,-1.247194,-1.087625,25.072,2.0,5338.172,88.96953333333333
2021-12-07 12:10:59.015,0.403654,0.591432,0.651476,1486.530138,-1.413606,-1.240106,-1.085918,25.074954,2.0,5340.172,89.00286666666666
2021-12-07 12:11:01.013,0.404134,0.592,0.651893,1484.810113,-1.407638,-1.242295,-1.078922,25.079553,1.998,5342.17,89.03616666666667
2021-12-07 12:11:03.015,0.40396,0.591868,0.652235,1486.932609,-1.419693,-1.243625,-1.077427,25.080068,2.002,5344.172,89.06953333333333
2021-12-07 12:11:05.015,0.4042,0.592606,0.65256,1486.615004,-1.397134,-1.246013,-1.081915,25.083355,2.0,5346.172,89.10286666666666
2021-12-07 12:11:07.013,0.403556,0.591553,0.651695,1485.848409,-1.405864,-1.237959,-1.076557,25.083035,1.998,5348.17,89.13616666666667
2021-12-07 12:11:09.013,0.403617,0.59113,0.651605,1485.040258,-1.394772,-1.249753,-1.074433,25.092544,2.0,5350.17,89.1695
2021-12-07 12:11:11.014,0.402937,0.591474,0.652006,1485.123931,-1.41458,-1.245527,-1.065822,25.090887,2.001,5352.171,89.20285
2021-12-07 12:11:13.015,0.402242,0.590532,0.650378,1485.839418,-1.396478,-1.244634,-1.070429,25.096089,2.001,5354.172,89.2362
2021-12-07 12:11:15.013,0.403461,0.591516,0.651428,1485.758738,-1.397981,-1.245843,-1.062235,25.091576,1.998,5356.17,89.26950000000001
2021-12-07 12:11:17.012,0.403179,0.591477,0.650875,1483.416007,-1.407896,-1.265241,-1.057697,25.092741,1.999,5358.169,89.30281666666666
2021-12-07 12:11:19.013,0.402701,0.589957,0.649446,1483.571596,-1.40199,-1.251919,-1.066623,25.096811,2.001,5360.17,89.33616666666667
2021-12-07 12:11:21.012,0.402554,0.59075,0.651426,1482.944526,-1.410784,-1.238334,-1.060782,25.088475,1.999,5362.169,89.36948333333333
2021-12-07 12:11:23.013,0.40377,0.592078,0.652322,1485.379725,-1.395756,-1.256775,-1.066295,25.093135,2.001,5364.17,89.40283333333333
2021-12-07 12:11:25.012,0.403504,0.591971,0.652303,1487.185496,-1.39779,-1.264519,-1.068132,25.084405,1.999,5366.169,89.43615
2021-12-07 12:11:27.013,0.40351,0.591986,0.652492,1487.466027,-1.427715,-1.247981,-1.063276,25.090181,2.001,5368.17,89.4695
2021-12-07 12:11:29.012,0.403368,0.591028,0.65109,1486.362762,-1.394247,-1.252313,-1.063866,25.077579,1.999,5370.169,89.50281666666666
2021-12-07 12:11:31.010,0.404189,0.592279,0.652123,1485.227791,-1.39358,-1.249521,-1.061447,25.083429,1.998,5372.167,89.53611666666667
2021-12-07 12:11:33.011,0.4032,0.590472,0.651306,1485.693259,-1.400481,-1.254478,-1.059535,25.078432,2.001,5374.168,89.56946666666666
2021-12-07 12:11:35.010,0.404024,0.591873,0.652207,1485.497595,-1.40514,-1.251788,-1.061635,25.070818,1.999,5376.167,89.60278333333333
2021-12-07 12:11:37.012,0.403183,0.590273,0.650762,1484.82013,-1.408483,-1.253066,-1.067199,25.072068,2.002,5378.169,89.63615
2021-12-07 12:11:39.010,0.404544,0.592865,0.65296,1486.410033,-1.39023,-1.247419,-1.060856,25.073508,1.998,5380.167,89.66945000000001
2021-12-07 12:11:41.011,0.403848,0.591535,0.652611,1487.006333,-1.406059,-1.24109,-1.055597,25.069637,2.001,5382.168,89.7028
2021-12-07 12:11:43.010,0.401893,0.590621,0.651095,1485.822917,-1.419184,-1.253691,-1.04864,25.059332,1.999,5384.167,89.73611666666667
2021-12-07 12:11:45.011,0.401843,0.590957,0.651642,1489.750352,-1.4119,-1.246669,-1.050937,25.060645,2.001,5386.168,89.76946666666666
2021-12-07 12:11:47.011,0.401307,0.589823,0.650167,1488.654159,-1.402843,-1.265832,-1.053628,25.062614,2.0,5388.168,89.80279999999999
2021-12-07 12:11:49.011,0.403074,0.5917,0.652303,1489.076134,-1.404812,-1.255988,-1.050215,25.058282,2.0,5390.168,89.83613333333332
2021-12-07 12:11:51.011,0.401538,0.589524,0.650994,1488.295834,-1.405271,-1.245291,-1.047196,25.043251,2.0,5392.168,89.86946666666667
2021-12-07 12:11:53.011,0.402932,0.592057,0.652662,1489.144499,-1.398118,-1.254872,-1.048706,25.044564,2.0,5394.168,89.9028
2021-12-07 12:11:55.011,0.401599,0.590335,0.650553,1490.014381,-1.383156,-1.259925,-1.046802,25.035243,2.0,5396.168,89.93613333333333
2021-12-07 12:11:57.011,0.40299,0.592553,0.654131,1491.827225,-1.401268,-1.251525,-1.052053,25.027236,2.0,5398.168,89.96946666666666
2021-12-07 12:11:59.009,0.401548,0.590616,0.652006,1492.077648,-1.415548,-1.2521,-1.053037,25.031973,1.998,5400.166,90.00276666666667
2021-12-07 12:12:01.010,0.40263,0.592154,0.652542,1490.947913,-1.407109,-1.264979,-1.057828,25.030058,2.001,5402.167,90.03611666666667
2021-12-07 12:12:03.009,0.401974,0.591256,0.651403,1492.80319,-1.410521,-1.256775,-1.0554,25.030124,1.999,5404.166,90.06943333333334
2021-12-07 12:12:05.010,0.401218,0.590676,0.651839,1488.812105,-1.411375,-1.262157,-1.052053,25.024938,2.001,5406.167,90.10278333333333
2021-12-07 12:12:07.009,0.401641,0.59055,0.651789,1490.259551,-1.416231,-1.246538,-1.043324,25.030189,1.999,5408.166,90.1361
2021-12-07 12:12:09.010,0.398924,0.585922,0.64601,1484.689005,-1.390834,-1.260844,-1.060191,25.024479,2.001,5410.167,90.16945000000001
2021-12-07 12:12:11.009,0.400877,0.588668,0.648927,1487.784277,-1.410128,-1.264519,-1.054481,25.02717,1.999,5412.166,90.20276666666668
2021-12-07 12:12:13.010,0.403336,0.591417,0.652138,1486.339188,-1.384534,-1.249753,-1.05389,25.029927,2.001,5414.167,90.23611666666667
2021-12-07 12:12:15.010,0.402691,0.590892,0.651527,1485.950216,-1.405731,-1.260188,-1.057566,25.026382,2.0,5416.167,90.26945
2021-12-07 12:12:17.010,0.403525,0.592052,0.651775,1488.953549,-1.406125,-1.265373,-1.06111,25.038328,2.0,5418.167,90.30278333333334
2021-12-07 12:12:19.010,0.402257,0.590545,0.650957,1488.383057,-1.414525,-1.262354,-1.059863,25.037803,2.0,5420.167,90.33611666666667
2021-12-07 12:12:21.008,0.4,0.589672,0.650256,1489.406933,-1.426425,-1.25931,-1.06552,25.044008,1.998,5422.165,90.36941666666667
2021-12-07 12:12:23.010,0.399837,0.590265,0.650547,1495.104629,-1.413858,-1.260737,-1.07087,25.040922,2.002,5424.167,90.40278333333335
2021-12-07 12:12:25.008,0.400746,0.591007,0.651782,1497.113922,-1.401791,-1.265353,-1.070382,25.049133,1.998,5426.165,90.43608333333333
2021-12-07 12:12:27.010,0.397052,0.585768,0.646742,1495.271838,-1.41635,-1.243625,-1.067723,25.039283,2.002,5428.167,90.46945000000001
2021-12-07 12:12:29.010,0.397438,0.586633,0.648729,1486.678654,-1.41879,-1.256841,-1.067082,25.040232,2.0,5430.167,90.50278333333334
2021-12-07 12:12:31.008,0.39923,0.589349,0.649497,1494.662127,-1.41736,-1.26601,-1.07117,25.04184,1.998,5432.165,90.53608333333334
2021-12-07 12:12:33.008,0.399942,0.589663,0.650705,1494.542955,-1.426731,-1.25986,-1.070101,25.04778,2.0,5434.165,90.56941666666667
2021-12-07 12:12:35.007,0.39885,0.589162,0.650709,1495.405764,-1.419512,-1.244569,-1.068854,25.035046,1.999,5436.164,90.60273333333333
2021-12-07 12:12:37.008,0.399026,0.589595,0.650544,1494.481662,-1.413212,-1.25415,-1.072792,25.040035,2.001,5438.165,90.63608333333333
2021-12-07 12:12:39.007,0.400089,0.590398,0.651008,1496.301578,-1.415903,-1.262551,-1.084802,25.042529,1.999,5440.164,90.6694
2021-12-07 12:12:41.008,0.399233,0.589862,0.650424,1496.101199,-1.413409,-1.258416,-1.076795,25.047386,2.001,5442.165,90.70275
2021-12-07 12:12:43.007,0.399204,0.589946,0.650847,1496.245,-1.416559,-1.25986,-1.075811,25.036753,1.999,5444.164,90.73606666666666
2021-12-07 12:12:45.008,0.398853,0.588713,0.649547,1496.25443,-1.423843,-1.26045,-1.082899,25.043448,2.001,5446.165,90.76941666666667
2021-12-07 12:12:47.007,0.399483,0.589671,0.650617,1494.191701,-1.41249,-1.259269,-1.077517,25.043382,1.999,5448.164,90.80273333333334
2021-12-07 12:12:49.007,0.400705,0.590894,0.652075,1495.624957,-1.420472,-1.257943,-1.078449,25.035519,2.0,5450.164,90.83606666666667
2021-12-07 12:12:51.007,0.399836,0.589756,0.650658,1495.888946,-1.43036,-1.252919,-1.076914,25.034771,2.0,5452.164,90.8694
2021-12-07 12:12:53.008,0.40021,0.590616,0.651113,1495.990401,-1.408487,-1.25356,-1.083293,25.031765,2.001,5454.165,90.90275
2021-12-07 12:12:55.007,0.40055,0.590153,0.650683,1496.636789,-1.428154,-1.255448,-1.078909,25.024224,1.999,5456.164,90.93606666666666
2021-12-07 12:12:57.007,0.399722,0.590876,0.651081,1497.883396,-1.403828,-1.249425,-1.080471,25.012205,2.0,5458.164,90.9694
2021-12-07 12:12:59.007,0.399695,0.589975,0.651858,1495.726371,-1.430012,-1.246931,-1.081193,24.995599,2.0,5460.164,91.00273333333332
2021-12-07 12:13:01.007,0.399947,0.59012,0.651224,1496.440665,-1.400284,-1.255069,-1.08093,24.996386,2.0,5462.164,91.03606666666666
2021-12-07 12:13:03.006,0.400021,0.589946,0.650672,1496.725911,-1.396281,-1.261632,-1.085131,24.993958,1.999,5464.163,91.06938333333332
2021-12-07 12:13:05.007,0.400391,0.590991,0.652427,1495.514205,-1.408225,-1.259597,-1.083359,24.978074,2.001,5466.164,91.10273333333333
2021-12-07 12:13:07.006,0.400039,0.590083,0.650539,1498.755636,-1.40455,-1.252641,-1.084868,24.983653,1.999,5468.163,91.13605
2021-12-07 12:13:09.007,0.399244,0.590327,0.650544,1496.31808,-1.401006,-1.266094,-1.079683,24.976761,2.001,5470.164,91.1694
2021-12-07 12:13:11.006,0.39885,0.588999,0.650599,1495.096945,-1.411375,-1.25356,-1.08408,24.976433,1.999,5472.163,91.20271666666666
2021-12-07 12:13:13.007,0.399464,0.590002,0.650282,1494.856489,-1.422728,-1.245291,-1.078108,24.977286,2.001,5474.164,91.23606666666666
2021-12-07 12:13:15.006,0.399525,0.589702,0.650801,1495.905534,-1.423778,-1.257497,-1.088412,24.97,1.999,5476.163,91.26938333333332
2021-12-07 12:13:17.004,0.399354,0.59045,0.650431,1497.248429,-1.423009,-1.254383,-1.084769,24.977254,1.998,5478.161,91.30268333333333
2021-12-07 12:13:19.005,0.399412,0.590054,0.650434,1496.921575,-1.420759,-1.256513,-1.086312,24.973282,2.001,5480.162,91.33603333333333
2021-12-07 12:13:21.004,0.400205,0.590713,0.652046,1497.051233,-1.411703,-1.241747,-1.077321,24.971313,1.999,5482.161,91.36935
2021-12-07 12:13:23.005,0.39917,0.589487,0.65093,1495.924393,-1.415312,-1.255069,-1.077386,24.976105,2.001,5484.162,91.40270000000001
2021-12-07 12:13:25.004,0.398776,0.588707,0.650222,1495.912606,-1.400481,-1.259925,-1.079814,24.974529,1.999,5486.161,91.43601666666667
2021-12-07 12:13:27.005,0.399273,0.58897,0.650553,1496.259145,-1.416559,-1.244437,-1.074498,24.972757,2.001,5488.162,91.46936666666667
2021-12-07 12:13:29.004,0.400367,0.590731,0.651362,1495.799451,-1.41249,-1.258416,-1.079814,24.985622,1.999,5490.161,91.50268333333334
2021-12-07 12:13:31.006,0.400139,0.590758,0.650629,1495.735782,-1.422316,-1.256672,-1.073165,24.986891,2.002,5492.163,91.53604999999999
2021-12-07 12:13:33.004,0.399522,0.590331,0.650693,1497.316862,-1.416243,-1.25504,-1.078594,24.991117,1.998,5494.161,91.56935
2021-12-07 12:13:35.005,0.399136,0.589269,0.650489,1495.712227,-1.420562,-1.251722,-1.075286,24.987,2.001,5496.162,91.6027
2021-12-07 12:13:37.004,0.400709,0.590645,0.652156,1496.056408,-1.401203,-1.250541,-1.080996,24.987722,1.999,5498.161,91.63601666666666
2021-12-07 12:13:39.002,0.400783,0.591742,0.652789,1497.928041,-1.403171,-1.260032,-1.081484,24.996899,1.998,5500.159,91.66931666666666
2021-12-07 12:13:41.005,0.399551,0.589835,0.650717,1497.546815,-1.399501,-1.257262,-1.074083,25.004071,2.003,5502.162,91.70270000000001
2021-12-07 12:13:43.003,0.399661,0.590523,0.651226,1496.403633,-1.394303,-1.246959,-1.072878,25.001236,1.998,5504.16,91.736
2021-12-07 12:13:45.003,0.39954,0.590372,0.651141,1495.426981,-1.400153,-1.248178,-1.076205,24.991726,2.0,5506.16,91.76933333333334
2021-12-07 12:13:47.005,0.399097,0.589499,0.650074,1495.535603,-1.399698,-1.262441,-1.068182,24.996465,2.002,5508.162,91.8027
2021-12-07 12:13:49.003,0.398994,0.589661,0.650049,1494.983055,-1.41171,-1.255434,-1.069331,24.995059,1.998,5510.16,91.836
2021-12-07 12:13:51.003,0.399842,0.589899,0.650989,1494.934284,-1.397987,-1.249885,-1.069248,24.995008,2.0,5512.16,91.86933333333333
2021-12-07 12:13:53.003,0.400409,0.591461,0.651444,1496.770701,-1.392343,-1.254085,-1.082571,24.994417,2.0,5514.16,91.90266666666666
2021-12-07 12:13:55.003,0.3989,0.589519,0.650117,1495.608501,-1.417018,-1.258154,-1.077255,24.995402,2.0,5516.16,91.93599999999999
2021-12-07 12:13:57.003,0.400157,0.591018,0.650943,1497.506212,-1.408159,-1.250475,-1.080274,25.003278,2.0,5518.16,91.96933333333332
2021-12-07 12:13:59.003,0.398926,0.589676,0.650489,1496.035191,-1.407175,-1.25205,-1.07673,24.98956,2.0,5520.16,92.00266666666667
2021-12-07 12:14:01.002,0.399071,0.589495,0.649722,1495.632075,-1.402647,-1.25776,-1.080471,24.996912,1.999,5522.159,92.03598333333333
2021-12-07 12:14:03.003,0.399296,0.589253,0.650149,1495.026222,-1.405271,-1.256841,-1.072464,24.997043,2.001,5524.16,92.06933333333333
2021-12-07 12:14:05.002,0.399464,0.590926,0.652037,1495.172381,-1.399168,-1.247456,-1.068395,25.009054,1.999,5526.159,92.10265
2021-12-07 12:14:07.003,0.399367,0.590784,0.651104,1496.975796,-1.412228,-1.234068,-1.061044,25.008726,2.001,5528.16,92.136
2021-12-07 12:14:09.002,0.400495,0.591057,0.651464,1495.926856,-1.417911,-1.252888,-1.065514,25.022254,1.999,5530.159,92.16931666666666
2021-12-07 12:14:11.002,0.400029,0.590747,0.650898,1498.328946,-1.4182,-1.250803,-1.062029,25.031436,2.0,5532.159,92.20264999999999
2021-12-07 12:14:13.002,0.399398,0.58927,0.64957,1496.944536,-1.382084,-1.241243,-1.058809,25.032737,2.0,5534.159,92.23598333333332
2021-12-07 12:14:15.002,0.399187,0.590001,0.65037,1494.799453,-1.402482,-1.247306,-1.063018,25.039591,2.0,5536.159,92.26931666666665
2021-12-07 12:14:17.002,0.399034,0.589361,0.649469,1495.174739,-1.399365,-1.256185,-1.057697,25.047846,2.0,5538.159,92.30265
2021-12-07 12:14:19.002,0.399937,0.589967,0.650443,1494.078546,-1.413803,-1.251591,-1.049099,25.048568,2.0,5540.159,92.33598333333333
2021-12-07 12:14:21.002,0.398254,0.588316,0.64816,1493.529271,-1.413278,-1.250475,-1.057697,25.050996,2.0,5542.159,92.36931666666666
2021-12-07 12:14:23.002,0.399197,0.589253,0.650241,1493.137942,-1.407503,-1.242272,-1.047984,25.045942,2.0,5544.159,92.40265
2021-12-07 12:14:25.002,0.398871,0.589301,0.649496,1493.80273,-1.420759,-1.269704,-1.049821,25.049749,2.0,5546.159,92.43598333333333
2021-12-07 12:14:27.002,0.398871,0.588889,0.648265,1494.462803,-1.418987,-1.257235,-1.058616,25.049946,2.0,5548.159,92.46931666666666
2021-12-07 12:14:29.001,0.399189,0.589151,0.649836,1494.399153,-1.414328,-1.250213,-1.048968,25.04778,1.999,5550.158,92.50263333333334
2021-12-07 12:14:30.999,0.398849,0.589393,0.64924,1493.93532,-1.427082,-1.255959,-1.053695,25.043614,1.998,5552.156,92.53593333333333
2021-12-07 12:14:33.000,0.398808,0.588886,0.648477,1494.632536,-1.385453,-1.25671,-1.054087,25.051587,2.001,5554.157,92.56928333333333
2021-12-07 12:14:35.002,0.398025,0.589206,0.650225,1494.094313,-1.425069,-1.258704,-1.052578,25.03607,2.002,5556.159,92.60265
2021-12-07 12:14:37.000,0.399112,0.589343,0.649272,1494.277486,-1.393317,-1.251426,-1.060067,25.042037,1.998,5558.157,92.63595000000001
2021-12-07 12:14:39.002,0.398568,0.5885,0.648986,1495.552088,-1.438115,-1.263556,-1.061298,25.029316,2.002,5560.159,92.66931666666666
2021-12-07 12:14:41.000,0.398752,0.589243,0.650196,1493.416172,-1.421958,-1.259572,-1.053498,25.018909,1.998,5562.157,92.70261666666667
2021-12-07 12:14:42.999,0.39937,0.589529,0.649625,1493.965391,-1.387619,-1.245225,-1.048312,25.018112,1.999,5564.156,92.73593333333334
2021-12-07 12:14:45.000,0.398976,0.590416,0.650654,1494.722117,-1.425221,-1.253953,-1.050346,25.013386,2.001,5566.157,92.76928333333333
2021-12-07 12:14:46.999,0.398966,0.5897,0.649051,1495.556638,-1.408356,-1.258154,-1.052972,25.009251,1.999,5568.156,92.8026
2021-12-07 12:14:49.000,0.399076,0.589461,0.649621,1494.90128,-1.410653,-1.244437,-1.049559,25.008464,2.001,5570.157,92.83595
2021-12-07 12:14:50.999,0.398404,0.589419,0.650613,1493.779156,-1.414656,-1.24785,-1.05074,25.005707,1.999,5572.156,92.86926666666666
2021-12-07 12:14:52.999,0.399226,0.588706,0.648587,1494.497554,-1.41233,-1.252691,-1.061508,25.012206,2.0,5574.156,92.90259999999999
2021-12-07 12:14:54.999,0.397634,0.587266,0.647425,1493.096818,-1.404713,-1.256396,-1.049626,25.016664,2.0,5576.156,92.93593333333334
2021-12-07 12:14:57.000,0.400013,0.588306,0.649437,1489.458034,-1.412687,-1.248178,-1.053234,25.011614,2.001,5578.157,92.96928333333334
2021-12-07 12:14:58.999,0.400391,0.588857,0.649083,1488.116671,-1.39569,-1.250213,-1.053365,25.0019,1.999,5580.156,93.0026
2021-12-07 12:15:01.000,0.400927,0.588878,0.648656,1486.327401,-1.388209,-1.249753,-1.047327,25.006888,2.001,5582.157,93.03595
2021-12-07 12:15:02.998,0.400808,0.589108,0.648113,1486.518466,-1.38679,-1.257352,-1.04785,25.007544,1.998,5584.155,93.06925
2021-12-07 12:15:04.999,0.40017,0.58866,0.648353,1486.343903,-1.405206,-1.247981,-1.051659,24.996977,2.001,5586.156,93.1026
2021-12-07 12:15:06.998,0.399333,0.58781,0.647402,1484.726724,-1.393131,-1.24004,-1.047262,25.001112,1.999,5588.155,93.13591666666666
2021-12-07 12:15:08.999,0.399701,0.587644,0.64736,1484.700792,-1.399234,-1.249425,-1.050412,25.006232,2.001,5590.156,93.16926666666667
2021-12-07 12:15:10.998,0.400273,0.588773,0.648004,1485.870065,-1.40934,-1.250738,-1.049559,25.007545,1.999,5592.155,93.20258333333332
2021-12-07 12:15:12.999,0.400128,0.588243,0.646988,1485.903068,-1.405731,-1.247784,-1.053497,25.002031,2.001,5594.156,93.23593333333334
2021-12-07 12:15:14.998,0.400866,0.589847,0.649735,1486.817741,-1.415312,-1.242928,-1.04713,24.995993,1.999,5596.155,93.26925
2021-12-07 12:15:16.999,0.400656,0.58902,0.648536,1488.406632,-1.402843,-1.25146,-1.046737,24.998224,2.001,5598.156,93.3026
2021-12-07 12:15:18.998,0.400443,0.588663,0.648376,1486.058657,-1.393328,-1.249163,-1.049559,24.999668,1.999,5600.155,93.33591666666666
2021-12-07 12:15:20.996,0.401427,0.589551,0.649396,1486.200014,-1.394565,-1.25031,-1.048702,24.987569,1.998,5602.153,93.36921666666667
2021-12-07 12:15:22.997,0.401331,0.588797,0.648343,1484.028932,-1.401859,-1.241287,-1.04293,24.995074,2.001,5604.154,93.40256666666667
2021-12-07 12:15:24.996,0.401843,0.589802,0.649258,1483.326426,-1.395231,-1.247588,-1.048377,24.997896,1.999,5606.153,93.43588333333334
2021-12-07 12:15:26.998,0.401631,0.589722,0.649537,1485.368856,-1.400157,-1.245068,-1.03776,24.991219,2.002,5608.155,93.46925
2021-12-07 12:15:28.996,0.401046,0.588805,0.648403,1484.767637,-1.408886,-1.242164,-1.042264,24.997162,1.998,5610.153,93.50255
2021-12-07 12:15:30.997,0.399874,0.588424,0.648564,1484.335395,-1.402384,-1.241615,-1.044899,24.998487,2.001,5612.154,93.53590000000001
2021-12-07 12:15:32.996,0.398493,0.588279,0.649395,1491.556123,-1.395231,-1.252181,-1.049296,25.00761,1.999,5614.153,93.56921666666668
2021-12-07 12:15:34.997,0.398629,0.588931,0.650245,1494.521738,-1.39674,-1.241878,-1.044965,25.006494,2.001,5616.154,93.60256666666668
2021-12-07 12:15:36.996,0.399312,0.590524,0.650264,1496.171921,-1.395297,-1.239581,-1.039386,25.002097,1.999,5618.153,93.63588333333334
2021-12-07 12:15:38.997,0.398889,0.590196,0.650659,1495.221887,-1.391753,-1.251131,-1.038992,25.005379,2.001,5620.154,93.66923333333334
2021-12-07 12:15:40.997,0.398913,0.589936,0.649621,1495.863101,-1.398643,-1.251131,-1.037483,25.01017,2.0,5622.154,93.70256666666667
2021-12-07 12:15:42.997,0.398454,0.588805,0.649083,1494.323716,-1.398775,-1.24109,-1.041946,25.021919,2.0,5624.154,93.7359
2021-12-07 12:15:44.997,0.397761,0.587844,0.649051,1493.001212,-1.395231,-1.234331,-1.041158,25.013189,2.0,5626.154,93.76923333333335
2021-12-07 12:15:46.997,0.397976,0.589143,0.649395,1493.630639,-1.398184,-1.245816,-1.039583,25.020344,2.0,5628.154,93.80256666666668
2021-12-07 12:15:48.997,0.398947,0.589563,0.650034,1494.625464,-1.379744,-1.246275,-1.035317,25.015684,2.0,5630.154,93.83590000000001
2021-12-07 12:15:50.997,0.397585,0.588167,0.648229,1494.210561,-1.382434,-1.240762,-1.023175,25.025923,2.0,5632.154,93.86923333333334
2021-12-07 12:15:52.997,0.399244,0.589036,0.649267,1492.119543,-1.395953,-1.234725,-1.007555,25.017521,2.0,5634.154,93.90256666666667
2021-12-07 12:15:54.995,0.39974,0.589288,0.649157,1489.470647,-1.380705,-1.238485,-0.99851,25.025808,1.998,5636.152,93.93586666666667
2021-12-07 12:15:56.995,0.397947,0.588566,0.649515,1494.500521,-1.389062,-1.246538,-0.990032,25.019622,2.0,5638.152,93.9692
2021-12-07 12:15:58.995,0.398724,0.589319,0.650149,1494.182272,-1.391228,-1.229999,-0.976446,25.020147,2.0,5640.152,94.00253333333333
2021-12-07 12:16:00.994,0.398188,0.588201,0.648784,1493.661285,-1.398118,-1.243125,-0.968964,25.02868,1.999,5642.151,94.03585
2021-12-07 12:16:02.995,0.39811,0.587489,0.647282,1491.025708,-1.380072,-1.243912,-0.957873,25.040757,2.001,5644.152,94.0692
2021-12-07 12:16:04.994,0.398299,0.587804,0.648536,1490.009666,-1.3867,-1.24004,-0.956363,25.030189,1.999,5646.151,94.10251666666666
2021-12-07 12:16:06.995,0.398443,0.588022,0.648858,1490.794682,-1.385781,-1.239844,-0.957151,25.03951,2.001,5648.152,94.13586666666667
2021-12-07 12:16:08.994,0.398359,0.588064,0.648164,1490.59666,-1.396543,-1.24004,-0.960629,25.044367,1.999,5650.151,94.16918333333334
2021-12-07 12:16:10.995,0.399139,0.58902,0.648771,1491.982814,-1.387553,-1.246406,-0.961154,25.04568,2.001,5652.152,94.20253333333334
2021-12-07 12:16:12.994,0.397572,0.587254,0.648357,1491.339411,-1.407603,-1.229053,-0.95231,25.041429,1.999,5654.151,94.23585
2021-12-07 12:16:14.995,0.397907,0.587845,0.648197,1490.064356,-1.390808,-1.235865,-0.956214,25.038511,2.001,5656.152,94.2692
2021-12-07 12:16:16.994,0.398419,0.588545,0.648569,1492.492013,-1.385519,-1.245094,-0.951572,25.041938,1.999,5658.151,94.30251666666666
2021-12-07 12:16:18.994,0.398966,0.589055,0.649419,1491.452623,-1.37484,-1.241069,-0.951784,25.049113,2.0,5660.151,94.33585
2021-12-07 12:16:20.994,0.398952,0.589293,0.649005,1491.4689,-1.406518,-1.233018,-0.96437,25.054081,2.0,5662.151,94.36918333333332
2021-12-07 12:16:22.994,0.398031,0.588219,0.649078,1494.776338,-1.400022,-1.23269,-0.96017,25.047452,2.0,5664.151,94.40251666666667
2021-12-07 12:16:24.994,0.397259,0.587025,0.647181,1493.203949,-1.38145,-1.238531,-0.962401,25.056181,2.0,5666.151,94.43585
2021-12-07 12:16:26.994,0.39806,0.588153,0.647553,1491.570268,-1.388078,-1.23164,-0.962664,25.060645,2.0,5668.151,94.46918333333333
2021-12-07 12:16:28.993,0.398871,0.589713,0.650259,1493.578776,-1.421218,-1.230328,-0.960235,25.054081,1.999,5670.15,94.5025
2021-12-07 12:16:30.995,0.398151,0.588381,0.648578,1492.931883,-1.373688,-1.233634,-0.970121,25.062128,2.002,5672.152,94.53586666666666
2021-12-07 12:16:32.992,0.398106,0.587993,0.649037,1492.413979,-1.381449,-1.242603,-0.969365,25.062694,1.997,5674.149,94.56915000000001
