Time,Pressure before pump (Arith. Mean),Pressure after pump (Arith. Mean),Differential pressure (Arith. Mean),Flow rate (Arith. Mean),Tank temperature (Arith. Mean),Temperature TS inlet (Arith. Mean),Temperature TS outlet (Arith. Mean),Bypass temperature (Arith. Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-08-21 11:50:46.481,0.325749,0.002391,0.136548,443.581535,21.604322,-1.202042,0.220789,0.564578,2.0,2586.031,43.100516666666664
2021-08-21 11:50:48.481,0.325471,0.00243,0.135919,444.338262,21.609966,-1.205455,0.214686,0.564053,2.0,2588.031,43.13385
2021-08-21 11:50:50.479,0.324561,0.002398,0.135621,444.39492,21.602786,-1.201237,0.205114,0.558768,1.998,2590.029,43.16715
2021-08-21 11:50:52.479,0.325972,0.002283,0.136507,445.314227,21.611607,-1.20493,0.202741,0.56425,2.0,2592.029,43.20048333333333
2021-08-21 11:50:54.479,0.324972,0.00232,0.135546,445.861145,21.606554,-1.209524,0.233981,0.562281,2.0,2594.029,43.23381666666667
2021-08-21 11:50:56.479,0.324148,0.002323,0.133631,446.243045,21.600713,-1.196136,0.223021,0.557752,2.0,2596.029,43.26715
2021-08-21 11:50:58.479,0.324224,0.002433,0.132836,448.904554,21.604126,-1.182617,0.215736,0.557095,2.0,2598.029,43.30048333333333
2021-08-21 11:51:00.479,0.323276,0.002346,0.13251,449.079002,21.603076,-1.203355,0.221249,0.557292,2.0,2600.029,43.333816666666664
2021-08-21 11:51:02.478,0.323434,0.002579,0.132454,448.847885,21.611006,-1.203314,0.232392,0.555239,1.999,2602.028,43.36713333333333
2021-08-21 11:51:04.479,0.323982,0.002562,0.132387,449.599703,21.607746,-1.204904,0.217988,0.556523,2.001,2604.029,43.400483333333334
2021-08-21 11:51:06.479,0.323982,0.002533,0.132822,449.946527,21.601238,-1.184192,0.223349,0.553223,2.0,2606.029,43.433816666666665
2021-08-21 11:51:08.478,0.324019,0.002495,0.132652,449.635652,21.602471,-1.192415,0.217421,0.551824,1.999,2608.028,43.46713333333333
2021-08-21 11:51:10.479,0.322801,0.002528,0.131919,449.816476,21.603745,-1.198738,0.230452,0.555801,2.001,2610.029,43.500483333333335
2021-08-21 11:51:12.478,0.317253,0.002543,0.129062,449.147426,21.603259,-1.199046,0.229766,0.553335,1.999,2612.028,43.5338
2021-08-21 11:51:14.478,0.297061,0.002527,0.117622,434.826136,21.604191,-1.180254,0.226631,0.551254,2.0,2614.028,43.56713333333333
2021-08-21 11:51:16.478,0.29022,0.002525,0.113396,420.34696,21.601369,-1.189376,0.227943,0.545871,2.0,2616.028,43.60046666666666
2021-08-21 11:51:18.478,0.288873,0.002393,0.112606,417.421421,21.605241,-1.19292,0.238772,0.553814,2.0,2618.028,43.633799999999994
2021-08-21 11:51:20.478,0.285074,0.00238,0.110373,413.32661,21.603404,-1.176316,0.220789,0.545543,2.0,2620.028,43.66713333333333
2021-08-21 11:51:22.478,0.280971,0.002425,0.107512,410.056891,21.600451,-1.17566,0.227878,0.546003,2.0,2622.028,43.700466666666664
2021-08-21 11:51:24.478,0.281378,0.002449,0.112909,405.601397,21.604191,-1.187604,0.223415,0.548825,2.0,2624.028,43.733799999999995
2021-08-21 11:51:26.478,0.288201,0.002388,0.125293,384.342326,21.599926,-1.181567,0.229518,0.549941,2.0,2626.028,43.76713333333333
2021-08-21 11:51:28.476,0.298777,0.002416,0.132757,386.573625,21.608106,-1.193945,0.224626,0.549964,1.998,2628.026,43.80043333333333
2021-08-21 11:51:30.478,0.30239,0.002544,0.134389,392.020823,21.605135,-1.165279,0.221091,0.547229,2.002,2630.028,43.8338
2021-08-21 11:51:32.476,0.304802,0.002458,0.143466,393.270635,21.603442,-1.167931,0.241773,0.544577,1.998,2632.026,43.8671
2021-08-21 11:51:34.478,0.320869,0.002515,0.180802,342.892143,21.603365,-1.188554,0.243187,0.547229,2.002,2634.028,43.90046666666667
2021-08-21 11:51:36.476,0.344645,0.002484,0.198787,319.990526,21.59753,-1.171215,0.235137,0.544839,1.998,2636.026,43.93376666666666
2021-08-21 11:51:38.476,0.349024,0.00247,0.202058,330.560508,21.603141,-1.150394,0.215605,0.546725,2.0,2638.026,43.967099999999995
2021-08-21 11:51:40.476,0.363255,0.002417,0.213597,332.521868,21.603535,-1.158597,0.243169,0.546593,2.0,2640.026,44.00043333333333
2021-08-21 11:51:42.476,0.379366,0.002409,0.226716,344.820446,21.597104,-1.141993,0.243104,0.544953,2.0,2642.026,44.033766666666665
2021-08-21 11:51:44.476,0.388777,0.002388,0.233455,348.981264,21.606816,-1.149409,0.245532,0.551976,2.0,2644.026,44.067099999999996
2021-08-21 11:51:46.476,0.420728,0.002659,0.259781,362.418468,21.607144,-1.136415,0.225384,0.548366,2.0,2646.026,44.10043333333333
