Time,Temperature TS outlet (Mean),Temperature TS inlet (Mean),Bypass temperature (Mean),Tank temperature (Mean),TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Flow rate (Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2018-06-20 13:57:15.663,21.991876,-1.775492,24.040979,-2.044585,0.068355,0.068294,0.159401,0.707803,1.0,96.0,1.6
2018-06-20 13:57:16.663,21.988857,-1.76893,24.03796,-2.045504,0.066701,0.066719,0.158685,0.651226,1.0,97.0,1.6166666666666667
2018-06-20 13:57:17.663,21.989251,-1.762367,24.03179,-2.051542,0.067882,0.067396,0.158832,1.113277,1.0,98.0,1.6333333333333333
2018-06-20 13:57:18.663,21.99857,-1.769455,24.038485,-2.04511,0.066838,0.066042,0.158584,0.91997,1.0,99.0,1.65
2018-06-20 13:57:19.663,21.993451,-1.759479,24.037172,-2.047342,0.067074,0.06685,0.156866,1.023696,1.0,100.0,1.6666666666666667
2018-06-20 13:57:20.663,21.992138,-1.753967,24.044655,-2.052985,0.066943,0.066834,0.155405,0.778526,1.0,101.0,1.6833333333333333
2018-06-20 13:57:21.663,21.990301,-1.755017,24.040848,-2.051148,0.066958,0.066829,0.154128,0.778526,1.0,102.0,1.7
2018-06-20 13:57:22.663,21.988726,-1.752917,24.036909,-2.056135,0.067226,0.067265,0.152667,0.957688,1.0,103.0,1.7166666666666666
2018-06-20 13:57:23.663,21.986232,-1.746485,24.038616,-2.054954,0.067657,0.067522,0.151978,1.127421,1.0,104.0,1.7333333333333334
2018-06-20 13:57:24.663,21.988726,-1.744254,24.040585,-2.05771,0.06742,0.066714,0.150315,0.901111,1.0,105.0,1.75
2018-06-20 13:57:25.663,21.995289,-1.735722,24.041767,-2.057579,0.06741,0.06747,0.149406,0.938829,1.0,106.0,1.7666666666666666
2018-06-20 13:57:26.663,21.988201,-1.732572,24.044261,-2.053773,0.066832,0.066005,0.148358,0.882251,1.0,107.0,1.7833333333333334
2018-06-20 13:57:27.663,21.986625,-1.738347,24.046099,-2.058104,0.067336,0.06695,0.14743,0.938829,1.0,108.0,1.8
2018-06-20 13:57:28.663,21.988463,-1.730472,24.050562,-2.061779,0.06699,0.066089,0.146585,1.070844,1.0,109.0,1.8166666666666667
