Time,Temperature TS outlet (Mean),Temperature TS inlet (Mean),Bypass temperature (Mean),Tank temperature (Mean),TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Flow rate (Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2022-03-15 13:10:02,-1.083621,-1.105439,24.246947,-1.388603,0.100724,0.114582,0.155249,406.827247,1.0,1498.0,24.966666666666665
2022-03-15 13:10:03,-1.095697,-1.120533,24.24826,-1.424565,0.101621,0.115763,0.15534,395.785166,1.0,1499.0,24.983333333333334
2022-03-15 13:10:04,-1.052381,-1.105045,24.24931,-1.39149,0.103055,0.116734,0.157196,394.922356,1.0,1500.0,25.0
2022-03-15 13:10:05,-1.03361,-1.064094,24.247866,-1.371934,0.102619,0.117443,0.157545,399.429713,1.0,1501.0,25.016666666666666
2022-03-15 13:10:06,-1.061175,-1.078926,24.249704,-1.404484,0.101989,0.11559,0.156599,402.720649,1.0,1502.0,25.033333333333335
2022-03-15 13:10:07,-1.081783,-1.107933,24.254955,-1.411309,0.102603,0.117091,0.157242,399.358991,1.0,1503.0,25.05
2022-03-15 13:10:08,-1.0596,-1.09192,24.251016,-1.433228,0.102031,0.116246,0.156057,399.179828,1.0,1504.0,25.066666666666666
2022-03-15 13:10:09,-1.022978,-1.069082,24.257186,-1.418396,0.102346,0.116225,0.155754,397.713523,1.0,1505.0,25.083333333333332
2022-03-15 13:10:10,-1.027572,-1.071182,24.255873,-1.415509,0.101417,0.115474,0.156121,395.756877,1.0,1506.0,25.1
2022-03-15 13:10:11,-1.025078,-1.074463,24.251541,-1.422596,0.101086,0.115642,0.155956,395.101519,1.0,1507.0,25.116666666666667
2022-03-15 13:10:12,-1.043718,-1.0658,24.25548,-1.42299,0.10139,0.115558,0.155589,395.304256,1.0,1508.0,25.133333333333333
2022-03-15 13:10:13,-1.03873,-1.077219,24.261649,-1.451865,0.100755,0.115527,0.156369,392.513089,1.0,1509.0,25.15
2022-03-15 13:10:14,-1.035317,-1.084045,24.256136,-1.453834,0.101296,0.115396,0.156535,394.215135,1.0,1510.0,25.166666666666668
2022-03-15 13:10:15,-1.024553,-1.059894,24.251935,-1.461184,0.101159,0.115348,0.15648,395.337259,1.0,1511.0,25.183333333333334
2022-03-15 13:10:16,-0.992919,-1.034168,24.255873,-1.44609,0.101989,0.115989,0.156526,394.149128,1.0,1512.0,25.2
2022-03-15 13:10:17,-1.011034,-1.034299,24.25758,-1.440577,0.10201,0.115942,0.15772,395.092089,1.0,1513.0,25.216666666666665
2022-03-15 13:10:18,-1.03151,-1.080238,24.253642,-1.507121,0.101422,0.116125,0.156195,396.945009,1.0,1514.0,25.233333333333334
2022-03-15 13:10:19,-1.03256,-1.081157,24.249966,-1.493602,0.102136,0.116173,0.157251,393.041148,1.0,1515.0,25.25
2022-03-15 13:10:20,-0.992263,-1.038893,24.249047,-1.466696,0.103191,0.116908,0.157821,393.894528,1.0,1516.0,25.266666666666666
2022-03-15 13:10:21,-0.964829,-1.011461,24.249047,-1.429946,0.102409,0.116687,0.157288,395.686155,1.0,1517.0,25.283333333333335
2022-03-15 13:10:22,-0.997645,-1.031806,24.246947,-1.454359,0.101653,0.116393,0.157141,395.290111,1.0,1518.0,25.3
2022-03-15 13:10:23,-1.022585,-1.067638,24.249178,-1.516046,0.102524,0.116514,0.15738,394.370724,1.0,1519.0,25.316666666666666
