Time,Flow rate (Mean),TS outlet pressure (Mean),TS inlet pressure (Mean),Pump outlet pressure (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Temperature TS inlet (Mean),Bypass temperature (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Relative_DP,Pressure_Ratio,Relative_Ratio_Dev,Plug_Label,rel_tot_dp_change,rel_ts_dp_change,rel_p_ts_dp_change,anomaly_score,smooth_score,is_alert
2022-03-15 13:10:02,406.827247,0.100724,0.114582,0.155249,-1.083621,-1.388603,-1.105439,24.246947,0.013858,0.0406669999999999,0.054525,0.9857003398655004,0.3407593193665784,0.0049869951136218,0.0,0.9973203588707104,0.9902107895677064,0.9990173680202422,0.252080441707137,,0
2022-03-15 13:10:03,395.785166,0.101621,0.115763,0.15534,-1.095697,-1.424565,-1.120533,24.24826,0.014142,0.039577,0.053719,0.9711295104490566,0.357319723078478,0.0538278907792997,0.0,0.982577759893181,1.0105037513397679,0.9722406465718452,0.17256756259168543,,0
2022-03-15 13:10:04,394.922356,0.103055,0.116734,0.157196,-1.052381,-1.39149,-1.105045,24.24931,0.013679,0.040462,0.054141,0.9787584062477406,0.3380619331240889,0.0029682916252393,0.0,0.9902965896307957,0.9774205073240478,0.9939813791239861,0.24391972757612834,0.22285591062498358,0
2022-03-15 13:10:05,399.429713,0.102619,0.117443,0.157545,-1.03361,-1.371934,-1.064094,24.247866,0.014824,0.0401019999999999,0.0549259999999999,0.9929495986694626,0.3696481559983046,0.0901876146383195,0.0,1.0046550762280153,1.0592354412290141,0.9851376913061637,0.18799170993805187,0.20149300003528856,0
2022-03-15 13:10:06,402.720649,0.101989,0.11559,0.156599,-1.061175,-1.404484,-1.078926,24.249704,0.013601,0.0410089999999999,0.0546099999999999,0.9872369657965148,0.3316508168739333,0.0218763246250256,0.0,0.998875099457669,0.9718470882458056,1.0074188714471715,0.24086632908011402,0.22425925553143142,0
2022-03-15 13:10:07,399.358991,0.102603,0.117091,0.157242,-1.081783,-1.411309,-1.107933,24.254955,0.014488,0.0401509999999999,0.0546389999999999,0.9877612264082726,0.3608288503685994,0.0641772109309122,0.0,0.9994055403638084,1.0352268667381244,0.986341415481367,0.21351333320369376,0.21412379074061985,0
2022-03-15 13:10:08,399.179828,0.102031,0.116246,0.156057,-1.0596,-1.433228,-1.09192,24.251016,0.014215,0.039811,0.054026,0.9766794417528384,0.3570531498040793,0.0530416975373553,0.0,0.988193117071967,1.0157198999642765,0.9779890436534282,0.1801461675889917,0.21150860995759982,0
2022-03-15 13:10:09,397.713523,0.102346,0.116225,0.155754,-1.022978,-1.418396,-1.069082,24.257186,0.0138789999999999,0.039529,0.053408,0.9655072673367562,0.3511004300531238,0.0354855938733773,0.0,0.9768892384514791,0.9917113254733797,0.9710614881961359,0.18095920300533364,0.19153956793267302,0
2022-03-15 13:10:10,395.756877,0.101417,0.115474,0.156121,-1.027572,-1.415509,-1.071182,24.255873,0.014057,0.040647,0.054704,0.988936293296696,0.3458226727022238,0.0199201281632117,0.0,1.0005944596361915,1.0044301536262987,0.9985260520303659,0.24697451483912525,0.20269329514448353,0
2022-03-15 13:10:11,395.101519,0.101086,0.115642,0.155956,-1.025078,-1.422596,-1.074463,24.251541,0.014556,0.040314,0.05487,0.9919372333502066,0.3610566786555871,0.0648491352262397,0.0,1.0036307765471963,1.0400857449088996,0.9903456407988824,0.22254983432890246,0.2168278507244538,0
2022-03-15 13:10:12,395.304256,0.10139,0.115558,0.155589,-1.043718,-1.42299,-1.0658,24.25548,0.014168,0.040031,0.054199,0.9798069274712564,0.3539168665067944,0.0437919903463024,0.0,0.9913574714430744,1.0123615576991818,0.983393519542096,0.20534453979578154,0.22495629632126976,0
2022-03-15 13:10:13,392.513089,0.100755,0.115527,0.156369,-1.03873,-1.451865,-1.077219,24.261649,0.014772,0.040842,0.055614,1.005387229734616,0.3616776436598684,0.0666805209529264,0.0,1.0172393294495312,1.0555198285101859,1.0033163829316851,0.18481856498930715,0.20423764637133038,0
2022-03-15 13:10:14,394.215135,0.101296,0.115396,0.156535,-1.035317,-1.453834,-1.084045,24.256136,0.0141,0.041139,0.055239,0.9986079976860224,0.3427321341759844,0.0108053340835025,0.0,1.010380179801177,1.0075026795284066,1.0106124253813866,0.21046008845407926,0.20020773107972265,0
2022-03-15 13:10:15,395.337259,0.101159,0.115348,0.15648,-1.024553,-1.461184,-1.059894,24.251935,0.014189,0.041132,0.055321,1.0000903897606483,0.3449541730484041,0.017358699002677,0.0,1.0118800471909504,1.0138620936048626,1.010440464784929,0.2045245633404339,0.19993440559460676,0
2022-03-15 13:10:16,394.149128,0.101989,0.115989,0.156526,-0.992919,-1.44609,-1.034168,24.255873,0.0139999999999999,0.040537,0.054537,0.9859172752910552,0.3453549755784695,0.0185407688902243,0.0,0.9975398516594578,1.0003572704537298,0.9958238140860319,0.2507732702365679,0.2219193073436937,0
2022-03-15 13:10:17,395.092089,0.10201,0.115942,0.15772,-1.011034,-1.440577,-1.034299,24.25758,0.013932,0.0417779999999999,0.0557099999999999,1.0071227131390557,0.33346896766318,0.0165141296841945,0.0,1.018995271759508,0.9954983922829618,1.0263099712580148,0.12215735825108376,0.19248506394269518,0
