elapsed_runtime_s,Temperature TS inlet (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Bypass temperature (Mean),Pump outlet pressure (Mean),TS inlet pressure (Mean),TS outlet pressure (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Flow rate (Mean),Pressure_Ratio,Relative_Ratio_Dev,run_specific_time_s,label,rel_tot_dp_change,rel_ts_dp_change,rel_p_ts_dp_change,anomaly_score,smooth_score
3607.964,-1.034588,-0.109976,21.619797,0.800397,0.002467,0.461516,0.320228,0.141288,-0.459049,-0.317761,405.855054,-0.3077848068175877,0.0080999009304849,0.0,0,1.019968543365218,1.0329152420940793,1.0240134141104693,0.13873200372810734,0.13873200372810734
3608.964,-1.0289705,-0.111735,21.620322,0.7999510000000001,0.0024285,0.461199,0.3200305,0.1411685,-0.4587705,-0.317602,405.979525,-0.3077111708603122,0.0078587181313667,1.0,0,1.0194581755151826,1.032041612547124,1.0233921563888977,0.1447299869185077,0.1447299869185077
3609.964,-1.023353,-0.113494,21.620847,0.799505,0.00239,0.460882,0.319833,0.141049,-0.458492,-0.317443,406.103996,-0.3076374454460393,0.0076172423301632,2.0,0,1.018947807665147,1.0311679830001683,1.022770898667326,0.1479738082553741,0.1479738082553741
3610.964,-1.018472,-0.115911,21.619203666666667,0.7993546666666667,0.0024013333333333,0.460628,0.3196963333333333,0.1409316666666666,-0.4582266666666666,-0.317295,406.17067066666664,-0.3075595212548111,0.0073620141066863,3.0,0,1.0184727482827243,1.0303101933194752,1.0221790121965046,0.14885074887547112,0.14885074887547112
3611.964,-1.013591,-0.118328,21.617560333333333,0.7992043333333334,0.0024126666666666,0.460374,0.3195596666666667,0.1408143333333333,-0.4579613333333333,-0.317147,406.23734533333334,-0.3074815067680533,0.007106490134646,4.0,0,1.0179976889003017,1.0294524036387827,1.0215871257256837,0.15555951994829764,0.15555951994829764
3612.964,-1.00871,-0.120745,21.615917,0.799054,0.002424,0.46012,0.319423,0.140697,-0.457696,-0.316999,406.30402,-0.3074034018287286,0.0068506698996919,5.0,0,1.0175226295178788,1.0285946139580904,1.0209952392548625,0.16527819563009266,0.18903155236837507
3613.964,-1.0218905,-0.112172,21.616119,0.800492,0.0023569999999999,0.4560255,0.316932,0.1390934999999999,-0.4536685,-0.314575,404.5834495,-0.3065978938319363,0.0042123573066785,6.0,0,1.0097419272003594,1.0168718944723736,1.0120109826170527,0.22154242149687925,0.20084273011562948
3614.964,-1.035071,-0.103599,21.616321,0.80193,0.00229,0.451931,0.314441,0.13749,-0.449641,-0.312151,402.862879,-0.3057779556978916,0.0015267811073649,7.0,0,1.00196122488284,1.0051491749866581,1.0030267259792431,0.25412376312454965,0.2120497652488213
3615.964,-1.0332463333333337,-0.1111513333333333,21.616414,0.8022663333333333,0.0023316666666666,0.4518993333333334,0.3143956666666667,0.1375036666666666,-0.4495676666666667,-0.312064,402.192623,-0.3058582338548232,0.0017897193689586,8.0,0,1.001681967002632,1.0052490879892384,1.0028631392662022,0.25682229465592027,0.2229324182483265
3616.964,-1.031421666666667,-0.1187036666666666,21.616507,0.8026026666666667,0.0023733333333333,0.4518676666666666,0.3143503333333333,0.1375173333333333,-0.4494943333333333,-0.311977,401.522367,-0.30593853820598,0.0020527434255475,9.0,0,1.001402709122424,1.0053490009918193,1.002699552553161,0.2567027810505511,0.23368719120972808
3617.964,-1.029597,-0.126256,21.6166,0.802939,0.002415,0.451836,0.314305,0.137531,-0.449421,-0.31189,400.852111,-0.3060188687641849,0.0023158533191298,10.0,0,1.001123451242216,1.0054489139944,1.00253596584012,0.2568437812006511,0.24367672053203654
3618.964,-1.0299155,-0.130954,21.6185375,0.8029445,0.002415,0.451749,0.314259,0.13749,-0.449334,-0.311844,401.294125,-0.3059868738775028,0.0022110591857611,11.0,0,1.000975797650382,1.0051491749866581,1.002341892512376,0.2568003382504261,0.25302211345776615
3619.964,-1.030234,-0.135652,21.620475,0.80295,0.002415,0.451662,0.314213,0.137449,-0.449247,-0.311798,401.736139,-0.3059548665987008,0.002106224463986,12.0,0,1.0008281440585478,1.004849435978916,1.0021478191846318,0.2568003382504261,0.2565477069875405
3620.964,-1.037789,-0.1289683333333333,21.619183333333332,0.804381,0.0024156666666666,0.4513283333333333,0.3141043333333334,0.1372239999999999,-0.4489126666666667,-0.3116886666666666,401.6130133333333,-0.3056815186358116,0.0012109169367646,13.0,0,1.0004771992895505,1.003204526790087,1.0014020124883585,0.2563984784894869,0.2567204831862725
3621.964,-1.045344,-0.1222846666666666,21.617891666666665,0.8058120000000001,0.0024163333333333,0.4509946666666667,0.3139956666666667,0.136999,-0.4485783333333333,-0.3115793333333334,401.4898876666667,-0.3054077632099111,0.000314274829628,14.0,0,1.0001262545205538,1.0015596176012596,1.000656205792085,0.2554548131713822,0.25671828754572307
3622.964,-1.052899,-0.115601,21.6166,0.807243,0.002417,0.450661,0.313887,0.136774,-0.448244,-0.31147,401.366762,-0.305133599409249,0.0005837048437156,15.0,0,0.9997753097515567,0.9999147084124314,0.9999103990958116,0.25873212488738906,0.2566001385949818
3623.964,-1.0540405000000002,-0.1183515,21.617461,0.8075915,0.002479,0.4512705,0.314126,0.1371445,-0.4487915,-0.311647,401.564657,-0.3055869052486628,0.0009010259216826,16.0,0,1.0003434550940489,1.0026233255433685,1.0011317226238565,0.2567983567946227,0.2562253094948687
3624.964,-1.055182,-0.121102,21.618322,0.80794,0.002541,0.45188,0.314365,0.137515,-0.449339,-0.311824,401.762552,-0.3060391064187761,0.0023821385194922,17.0,0,1.0009116004365408,1.0053319426743057,1.0023530461519015,0.2558515251118692,0.25628512305424234
3625.964,-1.0519193333333334,-0.1265986666666666,21.61843,0.8069026666666667,0.0025923333333333,0.4519066666666667,0.3144526666666666,0.137454,-0.4493143333333333,-0.3118603333333333,401.6909473333333,-0.3059201448135674,0.0019924988109392,18.0,0,1.0010282253750185,1.0048859895164457,1.0022980215302422,0.2568003382504261,0.2565699280009436
3626.964,-1.0486566666666666,-0.1320953333333333,21.618537999999997,0.8058653333333333,0.0026436666666666,0.4519333333333333,0.3145403333333333,0.137393,-0.4492896666666667,-0.3118966666666666,401.6193426666667,-0.3058011701459937,0.0016028163186991,19.0,0,1.001144850313496,1.0044400363585855,1.002242996908583,0.255521291543139,0.2563923473713029
3627.964,-1.045394,-0.137592,21.618646,0.804828,0.002695,0.45196,0.314628,0.137332,-0.449265,-0.311933,401.547738,-0.3056821824139036,0.0012130910357255,20.0,0,1.001261475251974,1.0039940832007255,1.0021879722869238,0.25309549019952005,0.25593009265292144
3628.964,-1.057116,-0.12525,21.618405,0.806699,0.002603,0.4511805,0.314156,0.1370245,-0.4485775000000001,-0.311553,401.6674085,-0.3054651770656734,0.0005023247301558,21.0,0,1.0000417281889966,1.0017460406426602,1.0006543468521643,0.2573984738441623,0.2552996179030404
3629.964,-1.068838,-0.112908,21.618164,0.80857,0.002511,0.450401,0.313684,0.136717,-0.44789,-0.311173,401.787079,-0.3052475055203409,0.0002106235974562,22.0,0,0.9988219811260189,0.9994979980845948,0.9991207214174046,0.25964838771743853,0.25530742047494426
3630.964,-1.0647935,-0.1227304999999999,21.6165885,0.806968,0.0024565,0.4512345,0.314225,0.1370095,-0.448778,-0.3117685,401.794626,-0.3052952802839719,5.4145001318617325e-05,23.0,0,1.0007334531681324,1.0016363800300716,1.0011016077971377,0.2546226721930801,0.2556476913993229
3631.964,-1.060749,-0.132553,21.615013,0.805366,0.002402,0.452068,0.314766,0.137302,-0.449666,-0.312364,401.802173,-0.3053428663560651,0.0001017155658706,24.0,0,1.0026449252102456,1.0037747619755484,1.0030824941768708,0.25083226598756725,0.2558219861692704
3632.964,-1.0611936666666666,-0.1307163333333333,21.613705,0.8054843333333334,0.002443,0.4516153333333333,0.3144206666666667,0.1371946666666666,-0.4491723333333333,-0.3119776666666666,401.73369966666667,-0.3054394982167161,0.0004182177680303,25.0,0,1.0014048490295517,1.0029900793699142,1.0019812581677172,0.25242737738857884,0.2562537225334759
3633.964,-1.0616383333333337,-0.1288796666666666,21.612397,0.8056026666666667,0.002484,0.4511626666666666,0.3140753333333333,0.1370873333333333,-0.4486786666666666,-0.3115913333333333,401.6652263333333,-0.3055363427196807,0.0007354164460733,26.0,0,1.000164772848858,1.002205396764281,1.0008800221585639,0.25687638251366085,0.2569081582828262
3634.964,-1.062083,-0.127043,21.611089,0.805721,0.002525,0.45071,0.31373,0.13698,-0.448185,-0.311205,401.596753,-0.3056334005676239,0.0010533139014667,27.0,0,0.9989246966681645,1.0014207141586473,0.9997787861494105,0.259254234355656,0.25707631601693776
3635.964,-1.0645415,-0.1296405,21.6137865,0.805806,0.002537,0.450175,0.313481,0.1366939999999999,-0.447638,-0.310944,401.4758915,-0.3053679655613812,0.0001839239979704,28.0,0,0.9980869230275404,0.9993298518119583,0.9985585779853181,0.2585432859499006,0.2570512679159764
3636.964,-1.067,-0.132238,21.616484,0.805891,0.002549,0.44964,0.313232,0.136408,-0.447091,-0.310683,401.35503,-0.3051018810530319,0.0006875932457806,29.0,0,0.9972491493869164,0.9972389894652707,0.9973383698212258,0.2598386551851939,0.2576193089308045
3637.964,-1.072725666666667,-0.125293,21.616435,0.806499,0.002513,0.4499036666666667,0.3133896666666667,0.136514,-0.4473906666666666,-0.3108766666666666,401.311183,-0.3051344502815964,0.0005809179474486,30.0,0,0.9978707924076091,0.9980139244608964,0.9980068446167887,0.2596398476930233,0.2586008172484947
3638.964,-1.0784513333333332,-0.118348,21.616386,0.807107,0.002477,0.4501673333333333,0.3135473333333333,0.13662,-0.4476903333333333,-0.3110703333333333,401.267336,-0.3051669759088892,0.0004743854581078,31.0,0,0.9984924354283021,0.9987888594565222,0.9986753194123519,0.2590800511852785,0.25942869456473927
3639.964,-1.084177,-0.111403,21.616337,0.807715,0.002441,0.450431,0.313705,0.136726,-0.44799,-0.311264,401.223489,-0.3051994580224068,0.000367995491177,32.0,0,0.9991140784489951,0.9995637944521478,0.9993437942079151,0.2593979067078247,0.2594632718021383
3640.964,-1.0810505,-0.1270465,21.6150185,0.8094295,0.00245,0.4504015,0.3137459999999999,0.1366554999999999,-0.4479515,-0.311296,401.696782,-0.3050683055382236,0.0007975644737364,33.0,0,0.9992167939911407,0.999048389572981,0.9992579111835685,0.26030308234136096,0.25942545535782385
