elapsed_runtime_s,Temperature TS inlet (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Bypass temperature (Mean),Pump outlet pressure (Mean),TS inlet pressure (Mean),TS outlet pressure (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Flow rate (Mean),Pressure_Ratio,Relative_Ratio_Dev,run_specific_time_s,label
1081.0,-1.817231,21.146815,-2.017811,22.976352,0.135735,0.079782,0.07654,0.0032420000000000088,0.05595299999999999,0.059195,1.358447,0.05794045108481984,0.0944864074077918,0.0,0
1082.0,-1.813425,21.148259,-2.025423,22.97609,0.135937,0.079073,0.075958,0.0031150000000000067,0.056864,0.059979000000000005,1.542325,0.05477886221753287,0.03476446917172615,1.0,0
1083.0,-1.810275,21.146421,-2.023323,22.975039,0.134798,0.079766,0.076351,0.0034150000000000014,0.055032,0.058447,1.627191,0.06205367688477825,0.17218462418665625,2.0,0
1084.0,-1.809881,21.154165,-2.030148,22.978321,0.134743,0.079157,0.075968,0.0031890000000000113,0.055585999999999997,0.05877500000000001,1.580043,0.05736952884667299,0.08370177218940511,3.0,0
1085.0,-1.810143,21.141433,-2.028179,22.979896,0.134265,0.078433,0.075611,0.002822000000000005,0.05583199999999999,0.058654,1.448028,0.050543585334837916,0.04523927420493756,4.0,0
1086.0,-1.807256,21.140645,-2.029886,22.97609,0.135294,0.079336,0.076798,0.0025379999999999986,0.055957999999999994,0.05849599999999999,1.466888,0.04535463464322091,0.14325777241045135,5.0,0
1087.0,-1.802268,21.145633,-2.028573,22.978846,0.135312,0.079698,0.076724,0.0029740000000000044,0.05561399999999998,0.05858799999999999,1.551754,0.053474781983277986,0.010130589665477752,6.0,0
1088.0,-1.805025,21.145633,-2.036448,22.978715,0.135625,0.079603,0.077065,0.0025379999999999986,0.056022,0.05856,1.325443,0.04530282205522729,0.1442365044056274,7.0,0
1089.0,-1.800693,21.14944,-2.04196,22.979765,0.136424,0.079661,0.077239,0.0024219999999999936,0.056762999999999994,0.05918499999999999,1.617761,0.04266788809809023,0.19401001059186596,8.0,0
1090.0,-1.803843,21.146027,-2.044454,22.98029,0.135845,0.078895,0.076955,0.0019400000000000112,0.05694999999999999,0.05889,1.504606,0.03406437112605593,0.3565291523225531,9.0,0
1091.0,-1.800037,21.148521,-2.051017,22.980553,0.135524,0.079288,0.076472,0.002815999999999999,0.05623600000000001,0.05905200000000001,1.396165,0.05007379483258351,0.05411354614137831,10.0,0
1092.0,-1.794918,21.140514,-2.04511,22.981603,0.135184,0.080522,0.077165,0.003356999999999999,0.054662,0.058019,1.53761,0.06141265572690849,0.16007583091678335,11.0,0
1093.0,-1.792818,21.149702,-2.046292,22.977665,0.135707,0.078553,0.076735,0.0018180000000000002,0.057153999999999996,0.058972,1.518751,0.03180824074884087,0.3991471158518126,12.0,0
1094.0,-1.79413,21.146683,-2.055873,22.982522,0.134945,0.079735,0.076971,0.0027640000000000026,0.05521000000000001,0.05797400000000001,1.759206,0.05006248754777132,0.05432713905099362,13.0,0
1095.0,-1.795049,21.156528,-2.057448,22.980553,0.135845,0.079882,0.07717,0.002711999999999992,0.055963,0.05867499999999999,1.65548,0.04845972410835523,0.08460309938418231,14.0,0
1096.0,-1.790587,21.143664,-2.060467,22.974646,0.135818,0.079262,0.077097,0.0021650000000000003,0.056555999999999995,0.058720999999999995,1.188714,0.03827996534469651,0.2768972115098278,15.0,0
1097.0,-1.793605,21.141958,-2.06191,22.97609,0.135569,0.078853,0.077039,0.00181400000000001,0.05671599999999999,0.05853,1.504606,0.03198335596029427,0.3958392158427928,16.0,0
1098.0,-1.787568,21.155084,-2.067948,22.978715,0.135928,0.079714,0.076824,0.00288999999999999,0.056214,0.05910399999999999,1.405595,0.05140976607666974,0.028877250255460507,17.0,0
1099.0,-1.78888,21.14944,-2.064142,22.97714,0.13522,0.079729,0.076645,0.0030839999999999895,0.05549100000000001,0.058575,1.372591,0.055575578461760054,0.049814319208121516,18.0,0
1100.0,-1.782974,21.156134,-2.063223,22.975696,0.136148,0.079483,0.076383,0.0030999999999999917,0.05666499999999999,0.059764999999999985,1.415025,0.05470652595912879,0.03339804812902325,19.0,0
1101.0,-1.787305,21.14944,-2.067292,22.969263,0.134458,0.079068,0.075653,0.0034150000000000014,0.055389999999999995,0.058804999999999996,1.627191,0.06165261504576559,0.16460862636284324,20.0,0
1102.0,-1.78783,21.154165,-2.068735,22.982784,0.134338,0.079015,0.075905,0.0031100000000000017,0.05532300000000001,0.05843300000000001,1.448028,0.05621430120743259,0.06187969581724384,21.0,0
1103.0,-1.786911,21.156134,-2.07556,22.97412,0.135266,0.079446,0.07696,0.002486000000000002,0.055819999999999995,0.058306,1.867646,0.04453521076297455,0.15873656627627897,22.0,0
1104.0,-1.783893,21.156003,-2.072542,22.974646,0.134669,0.078433,0.076294,0.002139000000000002,0.05623600000000001,0.05837500000000001,1.372591,0.03803545708341486,0.2815159357941782,23.0,0
1105.0,-1.78783,21.151671,-2.075954,22.972676,0.135551,0.080113,0.077338,0.0027749999999999997,0.055438,0.058213,1.570613,0.050055015422356096,0.05446828637636447,24.0,0
1106.0,-1.790849,21.149309,-2.077266,22.971232,0.135625,0.079672,0.07674,0.002932000000000004,0.05595299999999999,0.05888499999999999,1.575328,0.052400185866962226,0.010168369364700447,25.0,0
1107.0,-1.788093,21.155215,-2.081073,22.96992,0.13545,0.079026,0.075984,0.003042000000000003,0.05642399999999999,0.05946599999999999,1.570613,0.05391227292866643,0.018394727830206126,26.0,0
1108.0,-1.787174,21.155609,-2.08186,22.974777,0.135128,0.079047,0.076388,0.0026590000000000086,0.05608099999999999,0.05874,1.702628,0.047412717092828516,0.10438090444954229,27.0,0
1109.0,-1.790718,21.158628,-2.08501,22.967163,0.134981,0.07891,0.075495,0.0034149999999999875,0.056070999999999996,0.05948599999999998,1.41974,0.06090383792267063,0.15046433911513746,28.0,0
1110.0,-1.790062,21.156528,-2.080679,22.965194,0.134651,0.078496,0.076236,0.002259999999999998,0.056155,0.058414999999999995,1.448028,0.040245031697414314,0.2397774036306045,29.0,0
1111.0,-1.787568,21.148521,-2.078185,22.967032,0.135542,0.079504,0.076299,0.0032049999999999995,0.05603799999999999,0.05924299999999999,1.631906,0.057192312496654116,0.08035418198887068,30.0,0
1112.0,-1.791112,21.149046,-2.080679,22.963881,0.135808,0.079147,0.077155,0.0019919999999999938,0.05666100000000002,0.05865300000000001,1.358447,0.03515583636299448,0.33591153814073427,31.0,0
1113.0,-1.786911,21.151409,-2.083304,22.962962,0.135873,0.079446,0.076939,0.0025070000000000092,0.05642699999999999,0.058934,1.334873,0.04442829800808126,0.16075613213775153,32.0,0
1114.0,-1.781268,21.142352,-2.084354,22.964012,0.134467,0.079189,0.076834,0.002354999999999996,0.05527800000000001,0.057633000000000004,1.584758,0.042602073119991236,0.1952532456303322,33.0,0
1115.0,-1.791637,21.150359,-2.084485,22.967951,0.135092,0.079488,0.075937,0.0035509999999999986,0.05560399999999999,0.059154999999999985,1.471602,0.06386116356442764,0.20632777573980654,34.0,0
1116.0,-1.788618,21.160203,-2.083173,22.968476,0.13579,0.079467,0.076362,0.0031049999999999967,0.056323,0.059427999999999995,1.448028,0.05512747674170863,0.04134974510574918,35.0,0
1117.0,-1.787699,21.159153,-2.08606,22.965325,0.134743,0.078685,0.075611,0.0030740000000000073,0.056058,0.059132000000000004,1.40088,0.05483508446458209,0.035826498963299924,36.0,0
1118.0,-1.787305,21.157578,-2.087635,22.965325,0.135634,0.079084,0.076183,0.002901000000000001,0.05655,0.059451000000000004,1.490462,0.05129882760693888,0.03097286126479315,37.0,0
1119.0,-1.790193,21.145896,-2.085798,22.963093,0.135101,0.079294,0.076241,0.003053,0.055806999999999995,0.058859999999999996,1.52818,0.054705418577981654,0.0333771298656913,38.0,0
1120.0,-1.791637,21.142089,-2.082779,22.960205,0.135037,0.079609,0.077065,0.0025440000000000046,0.05542799999999999,0.057971999999999996,1.367877,0.04589655234624483,0.13302102849858477,39.0,0
1121.0,-1.789274,21.145371,-2.087373,22.962962,0.135009,0.079462,0.076609,0.0028530000000000083,0.055546999999999985,0.058399999999999994,1.330158,0.051360985093972945,0.029798715682498367,40.0,0
1122.0,-1.792949,21.146158,-2.08816,22.963619,0.13511,0.078417,0.076063,0.002353999999999995,0.05669300000000001,0.059047,1.551754,0.04152114862242909,0.21567174683053814,41.0,0
1123.0,-1.792424,21.147734,-2.081335,22.960599,0.134513,0.079131,0.075763,0.00336800000000001,0.05538199999999999,0.05875,1.580043,0.06081288482025189,0.14874624868875896,42.0,0
