elapsed_runtime_s,Temperature TS inlet (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Bypass temperature (Mean),Pump outlet pressure (Mean),TS inlet pressure (Mean),TS outlet pressure (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Flow rate (Mean),Pressure_Ratio,Relative_Ratio_Dev,run_specific_time_s,label
2176.0,-1.813294,21.07869,-1.975286,23.12351,0.134201,0.077661,0.075779,0.0018819999999999948,0.05653999999999999,0.05842199999999999,3.838436,0.03328558037530279,0.019682084995046978,0.0,0
2177.0,-1.810143,21.073046,-1.979748,23.123116,0.133557,0.076994,0.075359,0.0016350000000000114,0.056563,0.058198000000000014,3.569692,0.028905310798387866,0.11450462182118815,1.0,0
2178.0,-1.805418,21.069502,-1.979486,23.12351,0.135569,0.077976,0.077018,0.0009580000000000005,0.05759299999999999,0.05855099999999999,3.654559,0.016633677119144367,0.49043813042333817,2.0,0
2179.0,-1.800956,21.073177,-1.987755,23.130992,0.13568,0.077866,0.076624,0.001242000000000007,0.05781399999999999,0.059056,3.951592,0.021482314278301603,0.3419032876449227,3.0,0
2180.0,-1.799512,21.076721,-1.988936,23.129417,0.135064,0.078149,0.076682,0.001466999999999996,0.05691499999999999,0.05838199999999999,3.923303,0.025774826059455976,0.21040498376914185,4.0,0
2181.0,-1.798462,21.075802,-1.990248,23.127973,0.135138,0.077409,0.076073,0.0013360000000000039,0.057729,0.059065000000000006,3.876155,0.023142213753680994,0.291053347855593,5.0,0
2182.0,-1.796493,21.071996,-1.99668,23.13073,0.134871,0.077892,0.076399,0.0014930000000000082,0.05697899999999999,0.058471999999999996,3.607411,0.026202176202176353,0.19731339036326667,6.0,0
2183.0,-1.788749,21.071996,-1.991561,23.131648,0.134302,0.077834,0.076136,0.001698000000000005,0.056468000000000004,0.05816600000000001,3.767714,0.030069595707379358,0.07883751161482411,7.0,0
2184.0,-1.787699,21.068189,-1.99353,23.130992,0.133613,0.077225,0.075138,0.0020870000000000055,0.05638800000000001,0.05847500000000001,3.781858,0.03701076451080894,0.13380067579185306,8.0,0
2185.0,-1.788487,21.066483,-1.999436,23.134668,0.134302,0.077913,0.075916,0.0019969999999999988,0.05638900000000001,0.05838600000000001,3.607411,0.03541408051072883,0.08488730093335306,9.0,0
2186.0,-1.783499,21.075409,-2.001798,23.147401,0.134118,0.077766,0.075669,0.0020970000000000016,0.056351999999999985,0.05844899999999999,3.87144,0.03721186094795312,0.13996113422461032,10.0,0
2187.0,-1.777199,21.066877,-2.009148,23.142282,0.134366,0.07796,0.076021,0.0019389999999999963,0.05640600000000001,0.05834500000000001,3.852581,0.034375166202776176,0.05306083747020218,11.0,0
2188.0,-1.777067,21.071208,-2.011117,23.143988,0.134577,0.077671,0.075973,0.001698000000000005,0.056906,0.058604,3.555548,0.02983815699298865,0.0859274859573953,12.0,0
2189.0,-1.776936,21.064776,-2.012167,23.139656,0.134706,0.078028,0.076966,0.0010619999999999935,0.05667799999999999,0.057739999999999986,3.791288,0.018737098396231295,0.4260011889832438,13.0,0
2190.0,-1.771555,21.06097,-2.003242,23.140444,0.134035,0.077461,0.07621,0.0012510000000000021,0.056573999999999985,0.05782499999999999,3.706422,0.022112240388864383,0.32260591134656413,14.0,0
2191.0,-1.766961,21.072915,-2.008623,23.142413,0.134439,0.077682,0.075979,0.0017029999999999962,0.056757,0.05846,3.838436,0.03000458085203841,0.08082919938178568,15.0,0
2192.0,-1.763286,21.067927,-2.016761,23.141494,0.134182,0.078165,0.07601,0.002155000000000004,0.056017,0.058172,3.635699,0.03846977757149495,0.1784965910494758,16.0,0
2193.0,-1.763548,21.081053,-2.013217,23.142282,0.133227,0.076737,0.074456,0.0022810000000000052,0.05649000000000001,0.05877100000000002,3.668703,0.04037811332778681,0.2369572145659007,17.0,0
2194.0,-1.755804,21.068583,-2.022011,23.147926,0.134017,0.078548,0.076115,0.0024330000000000046,0.05546899999999999,0.057901999999999995,3.885584,0.04386154678204444,0.34366993062881246,18.0,0
2195.0,-1.75121,21.079346,-2.021486,23.138475,0.134136,0.077351,0.075595,0.0017560000000000076,0.056785,0.05854100000000001,3.404674,0.030923114852252447,0.052690508275409886,19.0,0
2196.0,-1.750685,21.073046,-2.015711,23.14215,0.135854,0.078228,0.076598,0.0016300000000000064,0.057626,0.059256,3.880869,0.028285352352196133,0.13349664521075544,20.0,0
2197.0,-1.751079,21.074883,-2.020436,23.144645,0.134789,0.077225,0.076231,0.0009940000000000088,0.05756399999999999,0.058558,3.767714,0.01726743681056213,0.47102331487125093,21.0,0
2198.0,-1.747535,21.079609,-2.025948,23.150946,0.134384,0.077797,0.075784,0.002013000000000001,0.056587,0.0586,3.880869,0.03557291298508519,0.08975303038107474,22.0,0
2199.0,-1.74911,21.071471,-2.028179,23.150027,0.134136,0.07828,0.076194,0.0020860000000000045,0.055856,0.05794200000000001,3.597981,0.037345364054639604,0.1440509149838607,23.0,0
2200.0,-1.741235,21.073965,-2.032904,23.157378,0.134862,0.078564,0.076015,0.0025489999999999957,0.056298000000000015,0.05884700000000001,3.612125,0.04527611502868603,0.38700430794294594,24.0,0
2201.0,-1.73546,21.072915,-2.037236,23.153702,0.135312,0.077818,0.075837,0.0019809999999999967,0.05749399999999999,0.059474999999999986,3.890299,0.03445517001478384,0.055511702166437304,25.0,0
2202.0,-1.73861,21.074227,-2.031592,23.150683,0.134586,0.077929,0.07591,0.002018999999999993,0.05665700000000001,0.058676000000000006,3.583837,0.035634861802393177,0.09165079206896931,26.0,0
2203.0,-1.732966,21.070289,-2.039204,23.147139,0.134871,0.077703,0.075979,0.0017239999999999894,0.057168,0.058891999999999986,3.791288,0.03015620353688169,0.07618433714203166,27.0,0
2204.0,-1.732047,21.066089,-2.041567,23.146876,0.135202,0.078076,0.076435,0.0016410000000000036,0.05712599999999998,0.058766999999999986,3.706422,0.028725471318290896,0.12001388721365114,28.0,0
2205.0,-1.726141,21.07239,-2.043535,23.149895,0.135156,0.077362,0.075726,0.0016359999999999986,0.057794,0.05943,3.404674,0.02830694696773075,0.1328351082225243,29.0,0
2206.0,-1.731522,21.072127,-2.04511,23.149633,0.13409,0.077467,0.07621,0.0012569999999999942,0.05662299999999999,0.05787999999999999,3.715851,0.02219906753320137,0.31994601830659186,30.0,0
2207.0,-1.727191,21.065039,-2.041042,23.148451,0.136148,0.079152,0.077286,0.0018660000000000065,0.05699599999999999,0.058862,3.678133,0.03273856518764157,0.0029246308425512346,31.0,0
2208.0,-1.718265,21.067402,-2.04301,23.14832,0.134789,0.078049,0.076278,0.0017709999999999948,0.05674,0.058510999999999994,3.668703,0.031211998378597394,0.04384074951672823,32.0,0
2209.0,-1.719053,21.061101,-2.040779,23.152521,0.133879,0.078291,0.075937,0.002353999999999995,0.055588,0.057941999999999994,3.527259,0.04234650740254358,0.29725768556892795,33.0,0
2210.0,-1.721547,21.063201,-2.049835,23.146614,0.135404,0.078433,0.076519,0.001913999999999999,0.056970999999999994,0.05888499999999999,3.99874,0.03359545039668608,0.029174751366459084,34.0,0
2211.0,-1.71564,21.066351,-2.04931,23.15344,0.133934,0.077871,0.076057,0.0018139999999999962,0.056063,0.057877,3.975166,0.03235587899543372,0.00879871151679823,35.0,0
2212.0,-1.719709,21.068977,-2.049179,23.149764,0.13488,0.078464,0.075805,0.0026590000000000086,0.056415999999999994,0.059075,3.635699,0.04713118386302017,0.4438331339833861,36.0,0
2213.0,-1.709996,21.06307,-2.052067,23.154096,0.134669,0.078133,0.075863,0.0022699999999999942,0.05653600000000002,0.05880600000000001,3.880869,0.0401506977731396,0.22999048710288705,37.0,0
2214.0,-1.712359,21.064908,-2.057973,23.150814,0.135156,0.078448,0.07632,0.002128000000000005,0.056707999999999995,0.058836,3.61684,0.037524907862949534,0.14955112266361792,38.0,0
2215.0,-1.703565,21.063464,-2.059154,23.144251,0.135257,0.078359,0.076315,0.002044000000000004,0.05689799999999999,0.058941999999999994,3.503685,0.03592330269424778,0.10048699100820624,39.0,0
2216.0,-1.695821,21.063464,-2.057448,23.146482,0.134936,0.078674,0.075769,0.002904999999999991,0.056262000000000006,0.059167,3.833721,0.05163251159731956,0.5817283786389986,40.0,0
2217.0,-1.702121,21.071864,-2.054954,23.143463,0.134917,0.078905,0.076131,0.0027739999999999987,0.056012000000000006,0.058786000000000005,3.513114,0.049524217592344606,0.5171421643523304,41.0,0
2218.0,-1.698052,21.061626,-2.058498,23.149502,0.134724,0.07795,0.076918,0.0010320000000000051,0.056774000000000005,0.05780600000000001,3.635699,0.018177014531043683,0.44315899356370225,42.0,0
2219.0,-1.693065,21.051913,-2.068998,23.143857,0.135744,0.078559,0.07654,0.002019000000000007,0.057185,0.05920400000000001,3.640414,0.035305844087713895,0.08157154857909443,43.0,0
2220.0,-1.689652,21.06202,-2.065192,23.13795,0.135165,0.07785,0.076262,0.001588000000000006,0.057315000000000005,0.05890300000000001,3.772429,0.02770605066648067,0.15124317521177,44.0,0
