Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
09:33:23,514;395,657866;0,092496;0,107625;0,145363;-1,826823;-2,356827;-1,935623;25,702374
09:33:23,564;395,56357;0,094911;0,108045;0,146466;-1,90558;-2,461826;-1,972374;25,694498
09:33:23,614;395,846459;0,094491;0,106995;0,146466;-1,860951;-2,388327;-1,951373;25,707625
09:33:23,664;398,01527;0,096381;0,1092;0,148487;-1,863576;-2,451326;-1,974999;25,678745
09:33:23,714;397,54379;0,095331;0,111405;0,147384;-1,847825;-2,362077;-1,948748;25,678745
09:33:23,764;397,166605;0,095121;0,108885;0,147201;-1,866202;-2,464451;-1,993374;25,678745
09:33:23,814;396,883716;0,096906;0,1113;0,147752;-1,826823;-2,388327;-1,943498;25,697124
09:33:23,864;397,355197;0,094176;0,106995;0,151059;-1,85045;-2,493326;-1,964499;25,699749
09:33:23,914;396,695124;0,094071;0,10836;0,147384;-1,879328;-2,404077;-1,956623;25,681371
09:33:23,964;397,166605;0,091341;0,10521;0,146833;-1,879328;-2,459201;-1,985499;25,699749
09:33:24,014;396,129347;0,095961;0,108255;0,147384;-1,8452;-2,398827;-1,909372;25,686622
09:33:24,064;396,883716;0,094176;0,11067;0,146098;-1,884578;-2,514326;-1,980249;25,683996
09:33:24,114;398,675344;0,090921;0,106365;0,146282;-1,832074;-2,419826;-1,917247;25,686622
09:33:24,164;398,01527;0,096696;0,105315;0,148119;-1,884578;-2,477576;-1,982874;25,697124
09:33:24,214;397,638086;0,094176;0,108045;0,148119;-1,832074;-2,390952;-1,914622;25,683996
09:33:24,264;398,203863;0,091866;0,101324;0,147017;-1,871452;-2,503826;-1,985499;25,686622
09:33:24,314;398,675344;0,094596;0,106575;0,147384;-1,811072;-2,375202;-1,925122;25,683996
09:33:24,364;398,203863;0,101632;0,112455;0,150324;-1,868827;-2,432951;-1,969749;25,686622
09:33:24,414;398,581047;0,095226;0,109725;0,148671;-1,818948;-2,372577;-1,890996;25,689247
09:33:24,464;396,412236;0,093021;0,10521;0,146282;-1,855701;-2,443451;-1,959248;25,678745
09:33:24,514;398,581047;0,094491;0,106575;0,147568;-1,832074;-2,388327;-1,906747;25,697124
09:33:24,564;398,392455;0,094281;0,1092;0,147568;-1,902955;-2,469701;-1,998625;25,694498
09:33:24,614;398,76964;0,092286;0,105735;0,147752;-1,824198;-2,446076;-1,919872;25,712876
09:33:24,664;396,317939;0,094806;0,107415;0,148119;-1,902955;-2,467076;-1,972374;25,673494
09:33:24,714;398,486751;0,097327;0,11067;0,148671;-1,837324;-2,380452;-1,919872;25,686622
09:33:24,764;397,449493;0,094701;0,10605;0,148303;-1,910831;-2,511701;-2,003875;25,702374
09:33:24,814;398,675344;0,094491;0,1113;0,148854;-1,834699;-2,367327;-1,927747;25,689247
09:33:24,864;396,78942;0,095751;0,10962;0,149406;-1,879328;-2,469701;-1,977624;25,699749
09:33:24,914;396,600828;0,095121;0,10857;0,148119;-1,8452;-2,404077;-1,911997;25,694498
09:33:24,964;398,109567;0,096696;0,109095;0,148487;-1,897704;-2,456576;-1,972374;25,694498
09:33:25,014;397,260901;0,096381;0,10836;0,149589;-1,813697;-2,404077;-1,896246;25,681371
09:33:25,064;397,355197;0,094071;0,10605;0,146649;-1,887204;-2,461826;-1,990749;25,691873
09:33:25,114;397,732382;0,091551;0,10563;0,147936;-1,837324;-2,432951;-1,914622;25,683996
09:33:25,164;397,54379;0,095436;0,106995;0,150875;-1,889829;-2,456576;-1,993374;25,683996
09:33:25,214;398,675344;0,095961;0,10857;0,149957;-1,803196;-2,422451;-1,919872;25,681371
09:33:25,264;397,732382;0,094491;0,110985;0,148303;-1,858326;-2,393577;-1,953998;25,670869
09:33:25,314;397,920974;0,096486;0,11256;0,148487;-1,821573;-2,427701;-1,943498;25,694498
09:33:25,364;398,109567;0,099847;0,110985;0,146282;-1,871452;-2,482826;-1,953998;25,673494
09:33:25,414;396,978013;0,095016;0,1071;0,145363;-1,818948;-2,359452;-1,888371;25,702374
09:33:25,464;399,618305;0,094071;0,106995;0,146466;-1,895079;-2,472326;-1,982874;25,689247
09:33:25,514;398,109567;0,095226;0,109515;0,147201;-1,826823;-2,380452;-1,911997;25,673494
09:33:25,564;398,675344;0,095541;0,108885;0,146282;-1,889829;-2,480201;-1,964499;25,689247
09:33:25,614;399,429713;0,094596;0,109305;0,147568;-1,834699;-2,440826;-1,951373;25,691873
09:33:25,664;397,732382;0,093966;0,106155;0,147201;-1,874077;-2,443451;-1,964499;25,673494
09:33:25,714;398,203863;0,095646;0,107415;0,146833;-1,805821;-2,417201;-1,906747;25,681371
09:33:25,764;399,429713;0,094281;0,106575;0,149222;-1,889829;-2,480201;-1,996;25,678745
09:33:25,814;397,732382;0,093021;0,11025;0,149773;-1,818948;-2,401452;-1,943498;25,678745
09:33:25,864;399,429713;0,097642;0,11319;0,149957;-1,887204;-2,485451;-1,985499;25,683996
09:33:25,914;399,618305;0,098587;0,112245;0,150324;-1,868827;-2,396202;-1,919872;25,686622
09:33:25,964;397,920974;0,093861;0,10752;0,148671;-1,874077;-2,488076;-1,996;25,678745
09:33:26,014;399,712601;0,098482;0,113085;0,147752;-1,829449;-2,393577;-1,932997;25,691873
09:33:26,064;399,99549;0,092601;0,11214;0,147752;-1,895079;-2,456576;-1,956623;25,686622
09:33:26,114;397,920974;0,094386;0,11109;0,146282;-1,824198;-2,448701;-1,922497;25,694498
09:33:26,164;397,072309;0,094701;0,106785;0,147936;-1,868827;-2,432951;-1,959248;25,691873
09:33:26,214;399,524009;0,095751;0,11046;0,149222;-1,816322;-2,377827;-1,906747;25,699749
09:33:26,264;398,109567;0,095121;0,10668;0,146282;-1,863576;-2,427701;-1,972374;25,683996
09:33:26,314;398,486751;0,093126;0,10815;0,148303;-1,832074;-2,380452;-1,914622;25,67612
09:33:26,364;399,618305;0,093651;0,108675;0,149773;-1,876703;-2,480201;-1,980249;25,702374
09:33:26,414;398,863936;0,094491;0,110355;0,148303;-1,855701;-2,430326;-1,919872;25,683996
09:33:26,464;398,863936;0,094281;0,10794;0,149222;-1,902955;-2,469701;-1,990749;25,705
09:33:26,514;398,675344;0,096486;0,109515;0,149406;-1,839949;-2,380452;-1,906747;25,691873
09:33:26,564;398,958232;0,093651;0,109515;0,149957;-1,910831;-2,477576;-1,990749;25,681371
09:33:26,614;399,241121;0,094386;0,110565;0,147384;-1,826823;-2,409327;-1,938248;25,681371
09:33:26,664;399,618305;0,090711;0,106155;0,147201;-1,90033;-2,435576;-1,985499;25,67612
09:33:26,714;399,524009;0,092286;0,106365;0,147201;-1,8452;-2,375202;-1,922497;25,689247
09:33:26,764;398,863936;0,091866;0,10647;0,146098;-1,908205;-2,417201;-1,980249;25,694498
09:33:26,814;400,561267;0,091971;0,102585;0,145547;-1,837324;-2,425076;-1,935623;25,67612
09:33:26,864;399,146824;0,091446;0,104685;0,146649;-1,90558;-2,472326;-1,993374;25,662992
09:33:26,914;400,278378;0,093231;0,10962;0,146282;-1,858326;-2,383077;-1,940873;25,681371
09:33:26,964;398,486751;0,097117;0,109515;0,147384;-1,868827;-2,425076;-1,985499;25,697124
09:33:27,014;399,618305;0,094911;0,109725;0,146282;-1,8452;-2,398827;-1,927747;25,694498
09:33:27,064;400,466971;0,093756;0,107415;0,147936;-1,871452;-2,456576;-1,935623;25,670869
09:33:27,114;399,429713;0,097642;0,11214;0,149222;-1,813697;-2,335827;-1,901496;25,655116
09:33:27,164;401,504229;0,100057;0,113505;0,149957;-1,879328;-2,425076;-1,982874;25,64724
09:33:27,214;400,655563;0,097327;0,11046;0,149773;-1,813697;-2,398827;-1,935623;25,686622
09:33:27,264;400,561267;0,093861;0,109095;0,149038;-1,876703;-2,446076;-1,982874;25,662992
09:33:27,314;399,901194;0,095331;0,112245;0,147936;-1,826823;-2,404077;-1,927747;25,67612
09:33:27,364;398,958232;0,096171;0,10983;0,147017;-1,887204;-2,472326;-1,974999;25,678745
09:33:27,414;400,278378;0,092496;0,105945;0,145914;-1,839949;-2,409327;-1,904122;25,694498
09:33:27,464;399,052528;0,092601;0,106155;0,144812;-1,895079;-2,461826;-1,998625;25,686622
09:33:27,514;398,863936;0,093126;0,108675;0,147017;-1,813697;-2,427701;-1,925122;25,670869
09:33:27,564;398,76964;0,094176;0,10731;0,147568;-1,913456;-2,501201;-1,996;25,681371
09:33:27,614;399,429713;0,094491;0,108255;0,146649;-1,821573;-2,422451;-1,943498;25,670869
09:33:27,664;397,920974;0,093231;0,108045;0,148854;-1,897704;-2,448701;-2,024875;25,689247
09:33:27,714;396,695124;0,100162;0,110355;0,146649;-1,821573;-2,474951;-1,951373;25,689247
09:33:27,764;397,449493;0,093021;0,10689;0,144628;-1,908205;-2,501201;-2,035376;25,691873
09:33:27,814;399,524009;0,089031;0,101534;0,143893;-1,839949;-2,430326;-1,961873;25,678745
09:33:27,864;399,052528;0,092286;0,105945;0,145731;-1,90558;-2,461826;-1,985499;25,670869
09:33:27,914;397,826678;0,096801;0,109725;0,147936;-1,832074;-2,380452;-1,940873;25,686622
09:33:27,964;398,298159;0,093441;0,10542;0,147017;-1,858326;-2,451326;-1,959248;25,67612
09:33:28,014;399,146824;0,095541;0,10731;0,148671;-1,800571;-2,359452;-1,917247;25,660367
09:33:28,064;398,01527;0,096696;0,10983;0,150324;-1,90033;-2,438201;-1,996;25,668243
