Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
13:13:21,664;313,148721;0,099112;0,107835;0,145363;-0,873865;-2,968447;-1,746616;26,017431
13:13:21,714;312,960128;0,093336;0,10353;0,145731;-0,81086;-2,915948;-1,70199;26,020056
13:13:21,764;312,960128;0,098797;0,10752;0,145363;-0,852863;-3,005197;-1,730866;26,043685
13:13:21,814;314,280275;0,103207;0,10815;0,146833;-0,834487;-2,897573;-1,730866;26,04106
13:13:21,864;312,960128;0,097747;0,103635;0,144628;-0,805609;-2,989447;-1,736116;26,04106
13:13:21,914;313,620202;0,096906;0,105525;0,144628;-0,766231;-2,908073;-1,649488;26,035809
13:13:21,964;313,054425;0,099217;0,108255;0,144628;-0,787233;-2,892323;-1,662614;26,033183
13:13:22,014;313,337313;0,097117;0,105;0,144444;-0,713726;-2,847698;-1,599612;26,04106
13:13:22,064;312,394351;0,094911;0,10647;0,144996;-0,732103;-2,847698;-1,633738;26,033183
13:13:22,114;312,771536;0,096276;0,106785;0,145914;-0,608717;-2,747949;-1,544485;26,022681
13:13:22,164;312,960128;0,098377;0,10836;0,144996;-0,703225;-2,776824;-1,575986;26,051562
13:13:22,214;312,771536;0,095436;0,107205;0,146098;-0,637595;-2,753199;-1,518234;26,038434
13:13:22,264;312,771536;0,096906;0,106365;0,145914;-0,708476;-2,818823;-1,56286;26,025307
13:13:22,314;312,205759;0,100792;0,10836;0,144996;-0,64022;-2,740074;-1,570736;26,038434
13:13:22,364;313,431609;0,093861;0,10332;0,144261;-0,753105;-2,808324;-1,612737;26,030558
13:13:22,414;313,148721;0,097327;0,10353;0,144628;-0,708476;-2,842448;-1,646863;26,017431
13:13:22,464;312,017167;0,093021;0,10458;0,144077;-0,805609;-2,876573;-1,69149;26,009554
13:13:22,514;312,111463;0,097852;0,107205;0,144261;-0,771481;-2,866073;-1,675739;26,046311
13:13:22,564;310,885613;0,095541;0,105;0,145731;-0,881741;-2,950072;-1,736116;26,046311
13:13:22,614;312,865832;0,096276;0,103635;0,145547;-0,81611;-2,913323;-1,722991;26,027932
13:13:22,664;312,394351;0,101947;0,110565;0,147201;-0,93162;-2,952697;-1,796493;26,067314
13:13:22,714;313,808794;0,100477;0,1092;0,148119;-0,826611;-2,921198;-1,694115;26,030558
13:13:22,764;313,714498;0,099112;0,10584;0,144444;-0,863364;-2,952697;-1,749241;26,043685
13:13:22,814;312,960128;0,097957;0,1071;0,145547;-0,779357;-2,852948;-1,654738;26,043685
13:13:22,864;313,997386;0,102367;0,11172;0,148854;-0,789858;-2,910698;-1,670489;26,043685
13:13:22,914;312,582944;0,103837;0,11277;0,148671;-0,671723;-2,797824;-1,581236;26,006929
13:13:22,964;313,337313;0,098797;0,107205;0,147568;-0,724227;-2,831948;-1,623237;26,027932
13:13:23,014;313,054425;0,102052;0,11319;0,147384;-0,674348;-2,721699;-1,528734;26,048936
13:13:23,064;312,582944;0,099742;0,1092;0,147752;-0,671723;-2,800449;-1,56286;26,04106
13:13:23,114;313,243017;0,100162;0,10941;0,147384;-0,655971;-2,708574;-1,554985;26,009554
13:13:23,164;313,054425;0,097852;0,107205;0,145731;-0,724227;-2,805699;-1,575986;26,027932
13:13:23,214;311,922871;0,098377;0,10689;0,144812;-0,676973;-2,782074;-1,591736;26,048936
13:13:23,264;312,960128;0,099847;0,107835;0,145914;-0,774107;-2,863448;-1,638988;26,025307
13:13:23,314;312,488648;0,097852;0,108885;0,143893;-0,739979;-2,871323;-1,644238;26,030558
13:13:23,364;313,431609;0,099742;0,104685;0,146282;-0,858114;-2,942198;-1,728241;26,027932
13:13:23,414;314,751756;0,097642;0,106575;0,145179;-0,852863;-2,900198;-1,69149;26,004303
13:13:23,464;314,091682;0,096381;0,104685;0,147752;-0,902743;-2,976322;-1,783368;26,020056
13:13:23,514;315,317533;0,098377;0,106785;0,147384;-0,831862;-2,929073;-1,715115;26,035809
13:13:23,564;317,392048;0,098377;0,10731;0,146649;-0,892242;-2,976322;-1,775492;26,017431
13:13:23,614;317,014864;0,096591;0,10668;0,145547;-0,81086;-2,921198;-1,675739;26,035809
13:13:23,664;316,449087;0,096696;0,105315;0,145731;-0,850238;-2,965822;-1,730866;26,025307
13:13:23,714;317,580641;0,099322;0,110985;0,147752;-0,747854;-2,837198;-1,610112;26,035809
13:13:23,764;316,731975;0,101422;0,111195;0,146833;-0,75048;-2,842448;-1,599612;26,022681
13:13:23,814;317,014864;0,102682;0,1134;0,146466;-0,655971;-2,787324;-1,512984;26,022681
13:13:23,864;316,35479;0,099112;0,107625;0,146282;-0,718977;-2,795199;-1,56286;26,043685
13:13:23,914;318,052121;0,097852;0,106155;0,145363;-0,613968;-2,700699;-1,463107;26,062063
13:13:23,964;317,392048;0,098587;0,105735;0,146833;-0,671723;-2,779449;-1,523484;26,04106
13:13:24,014;317,203456;0,097537;0,105735;0,144628;-0,666472;-2,708574;-1,494608;26,04106
13:13:24,064;315,694717;0,096696;0,105105;0,145363;-0,729478;-2,808324;-1,554985;26,038434
13:13:24,114;317,297752;0,098062;0,107415;0,146466;-0,724227;-2,774199;-1,54186;26,033183
13:13:24,164;317,580641;0,097957;0,106995;0,145179;-0,792483;-2,894948;-1,628488;26,033183
