Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
11:13:23,114;364,162947;0,094911;0,104895;0,147936;-1,38841;-2,745324;-2,077377;24,922611
11:13:23,164;364,162947;0,094806;0,104475;0,145363;-1,396286;-2,742699;-2,064252;24,925236
11:13:23,214;364,162947;0,095646;0,104685;0,146282;-1,44354;-2,858198;-2,185006;24,954116
11:13:23,264;364,82302;0,094806;0,106155;0,147201;-1,44879;-2,816198;-2,174505;24,935738
11:13:23,314;364,917316;0,094806;0,10542;0,148671;-1,55905;-2,950072;-2,274259;24,933113
11:13:23,364;365,577389;0,098062;0,10605;0,147752;-1,514421;-2,868698;-2,169255;24,943615
11:13:23,414;364,728724;0,094386;0,107205;0,146098;-1,556425;-2,936948;-2,263758;24,943615
11:13:23,464;365,105908;0,094806;0,10983;0,147568;-1,524922;-2,876573;-2,219132;24,91736
11:13:23,514;366,520351;0,097537;0,11004;0,149222;-1,517046;-2,913323;-2,221757;24,933113
11:13:23,564;365,577389;0,097327;0,105525;0,145914;-1,435664;-2,816198;-2,137754;24,935738
11:13:23,614;365,294501;0,095751;0,10962;0,146649;-1,438289;-2,824073;-2,106253;24,940989
11:13:23,664;364,634428;0,098272;0,10962;0,145179;-1,354282;-2,711199;-2,051126;24,951491
11:13:23,714;364,82302;0,100372;0,112245;0,146833;-1,341156;-2,747949;-2,061627;24,91736
11:13:23,764;364,445835;0,096381;0,106575;0,145547;-1,307028;-2,62195;-1,972374;24,956742
11:13:23,814;363,691466;0,095751;0,10668;0,147752;-1,349032;-2,763699;-2,066877;24,943615
11:13:23,864;363,691466;0,099112;0,106785;0,149222;-1,317529;-2,671825;-2,003875;24,954116
11:13:23,914;364,540131;0,098272;0,108255;0,147017;-1,404161;-2,766324;-2,108878;24,925236
11:13:23,964;363,691466;0,095331;0,10563;0,147017;-1,422538;-2,779449;-2,108878;24,943615
11:13:24,014;364,634428;0,095121;0,105525;0,147568;-1,535423;-2,910698;-2,208632;24,951491
11:13:24,064;364,068651;0,097327;0,105525;0,147201;-1,482918;-2,816198;-2,182381;24,933113
11:13:24,114;364,82302;0,096696;0,104055;0,145731;-1,582677;-2,957947;-2,287384;24,956742
11:13:24,164;365,671685;0,097747;0,10941;0,146833;-1,543299;-2,923823;-2,253258;24,933113
11:13:24,214;366,04887;0,098587;0,110775;0,149589;-1,540673;-2,984197;-2,284759;24,948865
11:13:24,264;367,557609;0,096801;0,108885;0,148119;-1,467167;-2,889698;-2,198131;24,935738
11:13:24,314;365,765982;0,096486;0,10626;0,149222;-1,477668;-2,881823;-2,185006;24,954116
11:13:24,364;366,803239;0,096906;0,11046;0,147017;-1,391035;-2,808324;-2,087878;24,930487
11:13:24,414;365,765982;0,100267;0,107625;0,149038;-1,38316;-2,810949;-2,066877;24,938364
11:13:24,464;366,331759;0,097747;0,110985;0,148487;-1,301778;-2,671825;-2,014375;24,930487
11:13:24,514;363,785762;0,098902;0,110355;0,147201;-1,301778;-2,740074;-1,998625;24,933113
11:13:24,564;364,540131;0,097432;0,108675;0,148119;-1,301778;-2,690199;-1,985499;24,935738
11:13:24,614;363,502874;0,098902;0,110985;0,148303;-1,362158;-2,724324;-2,048501;24,948865
11:13:24,664;364,257243;0,097537;0,108045;0,148854;-1,346406;-2,747949;-2,045876;24,954116
11:13:24,714;363,59717;0,097222;0,10794;0,145363;-1,422538;-2,803074;-2,122004;24,943615
11:13:24,764;363,59717;0,097747;0,10941;0,147201;-1,44879;-2,776824;-2,145629;24,938364
11:13:24,814;364,351539;0,096591;0,10605;0,148854;-1,548549;-2,884448;-2,221757;24,935738
11:13:24,864;365,860278;0,099322;0,10794;0,147201;-1,538048;-2,929073;-2,258508;24,948865
11:13:24,914;365,860278;0,095016;0,108675;0,149589;-1,580052;-3,002572;-2,308385;24,940989
11:13:24,964;365,105908;0,096696;0,10899;0,148487;-1,55905;-2,955322;-2,248008;24,951491
11:13:25,014;367,086128;0,099322;0,10752;0,147568;-1,556425;-3,026197;-2,276884;24,954116
11:13:25,064;367,651905;0,098797;0,10731;0,147936;-1,469792;-2,881823;-2,15613;24,938364
11:13:25,114;368,123386;0,095646;0,10773;0,148303;-1,464542;-2,897573;-2,169255;24,948865
11:13:25,164;368,311978;0,100582;0,10815;0,144812;-1,370034;-2,808324;-2,090503;24,954116
11:13:25,214;366,614647;0,095016;0,10584;0,144077;-1,367408;-2,792574;-2,093128;24,938364
11:13:25,264;367,651905;0,099742;0,10605;0,147201;-1,249273;-2,6587;-2,009125;24,940989
11:13:25,314;366,614647;0,097957;0,10962;0,148119;-1,296527;-2,698074;-2,02225;24,933113
11:13:25,364;367,369016;0,095856;0,10794;0,145179;-1,296527;-2,67445;-1,977624;24,940989
11:13:25,414;367,27472;0,095436;0,10584;0,147201;-1,293902;-2,684949;-2,027501;24,956742
11:13:25,464;366,143166;0,096591;0,106785;0,147936;-1,338531;-2,719074;-2,019625;24,91736
11:13:25,514;365,765982;0,097011;0,108885;0,146466;-1,435664;-2,782074;-2,124629;24,904233
11:13:25,564;366,708943;0,095016;0,10563;0,146282;-1,480293;-2,821448;-2,17188;24,948865
11:13:25,614;366,04887;0,094281;0,10521;0,145363;-1,5643;-2,923823;-2,250633;24,948865
11:13:25,664;367,086128;0,094596;0,104475;0,146649;-1,5538;-2,923823;-2,266383;24,951491
11:13:25,714;365,577389;0,095016;0,10563;0,146649;-1,658809;-2,992072;-2,345136;24,959367
11:13:25,764;367,840497;0,096696;0,10857;0,145363;-1,590553;-2,999947;-2,303135;24,935738
11:13:25,814;367,557609;0,096906;0,10626;0,148119;-1,598428;-3,002572;-2,32151;24,956742
11:13:25,864;366,708943;0,097327;0,11025;0,149589;-1,488169;-2,868698;-2,198131;24,935738
