Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
10:33:22,264;377,36441;0,096066;0,108675;0,148303;-1,5538;-2,614075;-2,056377;24,772959
10:33:22,314;377,553002;0,097117;0,10941;0,149589;-1,461917;-2,519576;-1,961873;24,780836
10:33:22,364;379,250333;0,098902;0,109095;0,151427;-1,548549;-2,624575;-2,038001;24,786086
10:33:22,414;377,930187;0,094176;0,109935;0,149038;-1,472417;-2,522201;-1,943498;24,793963
10:33:22,464;377,741595;0,100162;0,108675;0,146098;-1,49867;-2,587825;-2,061627;24,767708
10:33:22,514;378,307372;0,098797;0,107835;0,147017;-1,469792;-2,522201;-1,967124;24,780836
10:33:22,564;378,684556;0,093966;0,105735;0,148487;-1,545924;-2,6377;-2,074752;24,793963
10:33:22,614;378,59026;0,099637;0,11046;0,147201;-1,467167;-2,577325;-1,972374;24,788712
10:33:22,664;378,873149;0,095961;0,108675;0,147752;-1,540673;-2,587825;-2,048501;24,770334
10:33:22,714;377,930187;0,096591;0,106155;0,148119;-1,467167;-2,537951;-1,967124;24,770334
10:33:22,764;378,401668;0,093966;0,10479;0,145731;-1,540673;-2,677075;-2,072127;24,804465
10:33:22,814;379,250333;0,094911;0,109305;0,145179;-1,472417;-2,556325;-1,969749;24,772959
10:33:22,864;378,307372;0,094281;0,105315;0,145731;-1,545924;-2,6062;-2,069502;24,801839
10:33:22,914;378,873149;0,095121;0,10794;0,146098;-1,480293;-2,566825;-1,972374;24,770334
10:33:22,964;379,81611;0,095751;0,10983;0,146282;-1,538048;-2,572075;-2,051126;24,791337
10:33:23,014;379,438926;0,094071;0,107625;0,146466;-1,493419;-2,5642;-2,00125;24,775585
10:33:23,064;379,061741;0,098167;0,111405;0,146282;-1,538048;-2,640325;-2,043251;24,783461
10:33:23,114;379,438926;0,093546;0,10689;0,144628;-1,454041;-2,572075;-2,00125;24,775585
10:33:23,164;380,57048;0,093021;0,10416;0,146833;-1,540673;-2,6062;-2,038001;24,775585
10:33:23,214;379,438926;0,097537;0,11256;0,146282;-1,514421;-2,614075;-1,980249;24,772959
10:33:23,264;378,401668;0,095646;0,10605;0,146466;-1,532798;-2,5642;-2,030126;24,775585
10:33:23,314;377,835891;0,095751;0,10815;0,147568;-1,459291;-2,5957;-1,980249;24,762457
10:33:23,364;379,061741;0,097747;0,109935;0,147936;-1,548549;-2,59045;-2,035376;24,786086
10:33:23,414;378,873149;0,097852;0,10857;0,147384;-1,438289;-2,535326;-1,953998;24,765083
10:33:23,464;377,36441;0,094911;0,10626;0,148119;-1,530172;-2,63245;-2,024875;24,767708
10:33:23,514;376,610041;0,098377;0,110355;0,150692;-1,461917;-2,556325;-1,993374;24,780836
10:33:23,564;375,855671;0,102052;0,11256;0,148671;-1,5538;-2,6062;-2,030126;24,796588
10:33:23,614;377,175818;0,096381;0,10773;0,146282;-1,496044;-2,5642;-1,980249;24,783461
10:33:23,664;375,195598;0,100267;0,107415;0,147384;-1,532798;-2,629825;-2,014375;24,786086
10:33:23,714;376,13856;0,097747;0,108045;0,148487;-1,461917;-2,582575;-1,982874;24,783461
10:33:23,764;374,724117;0,094281;0,10668;0,147201;-1,543299;-2,5957;-2,019625;24,780836
10:33:23,814;375,007006;0,095016;0,104685;0,145547;-1,49867;-2,543201;-1,959248;24,770334
10:33:23,864;374,818413;0,093966;0,10269;0,146098;-1,580052;-2,624575;-2,038001;24,791337
10:33:23,914;375,007006;0,095646;0,106785;0,146649;-1,482918;-2,572075;-2,00125;24,772959
10:33:23,964;373,875452;0,097537;0,10731;0,148303;-1,55905;-2,6272;-2,024875;24,783461
10:33:24,014;373,592563;0,098062;0,109305;0,149589;-1,511796;-2,545825;-2,017;24,780836
10:33:24,064;373,969748;0,097011;0,108885;0,147201;-1,5538;-2,603575;-2,040626;24,783461
10:33:24,114;374,535525;0,092496;0,106155;0,145731;-1,511796;-2,561575;-1,998625;24,77821
10:33:24,164;374,441229;0,094701;0,106785;0,145363;-1,535423;-2,6062;-2,0065;24,791337
10:33:24,214;375,289894;0,096171;0,105105;0,147017;-1,482918;-2,540576;-1,996;24,788712
10:33:24,264;375,195598;0,094281;0,107415;0,144628;-1,551174;-2,63245;-2,038001;24,767708
10:33:24,314;374,629821;0,099322;0,10899;0,146098;-1,482918;-2,540576;-1,977624;24,772959
10:33:24,364;374,064044;0,096486;0,108885;0,147017;-1,506545;-2,671825;-2,030126;24,780836
10:33:24,414;375,195598;0,095226;0,10647;0,145179;-1,496044;-2,566825;-2,01175;24,788712
10:33:24,464;374,346933;0,095751;0,106995;0,145914;-1,49867;-2,608825;-2,024875;24,786086
10:33:24,514;374,818413;0,094281;0,10542;0,146649;-1,509171;-2,56945;-1,982874;24,80709
10:33:24,564;375,195598;0,096381;0,10773;0,147017;-1,509171;-2,57995;-2,045876;24,767708
10:33:24,614;374,535525;0,097642;0,11046;0,147384;-1,480293;-2,543201;-1,998625;24,783461
10:33:24,664;374,252636;0,096486;0,108675;0,146466;-1,527547;-2,5957;-2,02225;24,783461
10:33:24,714;375,007006;0,095016;0,10689;0,147384;-1,493419;-2,572075;-1,982874;24,786086
10:33:24,764;375,572783;0,096276;0,10752;0,149406;-1,524922;-2,619325;-2,043251;24,80709
10:33:24,814;373,969748;0,097432;0,10941;0,149589;-1,496044;-2,61145;-2,003875;24,780836
10:33:24,864;373,592563;0,098797;0,110775;0,148303;-1,535423;-2,624575;-2,048501;24,791337
10:33:24,914;373,969748;0,096381;0,10983;0,15014;-1,477668;-2,543201;-1,972374;24,786086
10:33:24,964;373,026786;0,100057;0,109725;0,148671;-1,532798;-2,614075;-2,051126;24,783461
10:33:25,014;374,535525;0,098062;0,10857;0,146282;-1,493419;-2,516951;-1,980249;24,772959
10:33:25,064;373,498267;0,094281;0,10836;0,147201;-1,519672;-2,59045;-2,040626;24,775585
10:33:25,114;373,498267;0,094386;0,10878;0,146282;-1,517046;-2,6062;-2,01175;24,786086
10:33:25,164;373,875452;0,096276;0,10773;0,146649;-1,532798;-2,62195;-2,024875;24,770334
10:33:25,214;373,969748;0,096381;0,10752;0,148303;-1,490794;-2,5537;-1,985499;24,791337
