Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
12:33:20,814;351,05578;0,095541;0,10731;0,142607;-0,87124;-2,656075;-1,806993;25,219289
12:33:20,864;350,961483;0,096906;0,10647;0,143709;-0,779357;-2,59045;-1,738741;25,195659
12:33:20,914;348,698375;0,098797;0,10941;0,146282;-0,834487;-2,587825;-1,785993;25,206161
12:33:20,964;349,641337;0,094491;0,104475;0,143893;-0,831862;-2,598325;-1,778117;25,227165
12:33:21,014;349,547041;0,096486;0,107835;0,144077;-0,915869;-2,6692;-1,85687;25,206161
12:33:21,064;349,169856;0,097747;0,105525;0,145547;-0,944746;-2,6482;-1,880496;25,227165
12:33:21,114;349,735633;0,095856;0,103635;0,145179;-1,055006;-2,761074;-2,0065;25,227165
12:33:21,164;348,698375;0,097747;0,106155;0,144261;-1,049756;-2,792574;-2,003875;25,221914
12:33:21,214;348,886968;0,096276;0,10542;0,145547;-1,136388;-2,868698;-2,082627;25,203536
12:33:21,264;349,641337;0,094386;0,10563;0,146649;-1,091759;-2,887073;-2,069502;25,224539
12:33:21,314;350,867187;0,097011;0,10542;0,144812;-1,186268;-2,929073;-2,143004;25,224539
12:33:21,364;350,867187;0,098167;0,105105;0,143893;-1,068132;-2,881823;-2,040626;25,216663
12:33:21,414;349,547041;0,096066;0,108465;0,145179;-1,068132;-2,894948;-2,038001;25,219289
12:33:21,464;349,829929;0,097117;0,108465;0,147384;-0,973624;-2,816198;-1,980249;25,214038
12:33:21,514;350,490003;0,101212;0,10773;0,146466;-0,968374;-2,768949;-1,909372;25,203536
12:33:21,564;348,886968;0,099007;0,11046;0,149222;-0,855489;-2,692824;-1,843745;25,208787
12:33:21,614;349,641337;0,101527;0,10962;0,147017;-0,881741;-2,6482;-1,841119;25,221914
12:33:21,664;349,641337;0,097747;0,1092;0,147568;-0,789858;-2,54845;-1,772867;25,203536
12:33:21,714;348,792672;0,096486;0,104475;0,146649;-0,831862;-2,598325;-1,767617;25,20091
12:33:21,764;347,661118;0,096696;0,10542;0,146098;-0,81086;-2,535326;-1,785993;25,221914
12:33:21,814;348,886968;0,094701;0,10521;0,148487;-0,897492;-2,62195;-1,830619;25,216663
12:33:21,864;346,906748;0,098272;0,106575;0,147384;-0,900118;-2,635075;-1,84637;25,219289
12:33:21,914;346,246675;0,094596;0,106995;0,147936;-1,007752;-2,745324;-1,935623;25,206161
12:33:21,964;348,886968;0,100267;0,10941;0,147201;-1,044505;-2,782074;-1,993374;25,214038
12:33:22,014;347,378229;0,097852;0,107205;0,145914;-1,128512;-2,855573;-2,056377;25,219289
12:33:22,064;347,095341;0,098377;0,110355;0,147568;-1,104885;-2,855573;-2,095753;25,219289
12:33:22,114;349,829929;0,096591;0,10794;0,147752;-1,128512;-2,984197;-2,116754;25,242918
12:33:22,164;348,886968;0,098902;0,109725;0,146833;-1,09701;-2,863448;-2,077377;25,195659
12:33:22,214;348,981264;0,097222;0,10437;0,145914;-1,09701;-2,915948;-2,080002;25,219289
12:33:22,264;351,810149;0,098587;0,1092;0,144996;-1,020878;-2,858198;-2,027501;25,206161
12:33:22,314;350,112818;0,095856;0,10626;0,146098;-0,98675;-2,834573;-1,990749;25,20091
12:33:22,364;351,150076;0,097747;0,106785;0,148854;-0,881741;-2,716449;-1,835869;25,224539
12:33:22,414;350,772891;0,098692;0,10836;0,147017;-0,923745;-2,684949;-1,85687;25,208787
12:33:22,464;350,207114;0,096696;0,10584;0,147201;-0,839737;-2,640325;-1,780743;25,224539
12:33:22,514;350,584299;0,096171;0,10878;0,146833;-0,826611;-2,63245;-1,770242;25,216663
12:33:22,564;351,338668;0,099007;0,10752;0,147201;-0,784608;-2,5537;-1,749241;25,214038
12:33:22,614;352,093037;0,097432;0,107835;0,146466;-0,876491;-2,55895;-1,793868;25,211412
12:33:22,664;350,395706;0,096381;0,107415;0,147384;-0,86599;-2,598325;-1,801743;25,221914
12:33:22,714;351,715853;0,097642;0,10857;0,145731;-0,921119;-2,711199;-1,885746;25,216663
12:33:22,764;350,678595;0,096381;0,10395;0,145179;-0,98675;-2,700699;-1,901496;25,211412
