Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
10:13:25,664;385,851065;0,096591;0,106995;0,149038;-1,879328;-2,858198;-2,232257;24,741454
10:13:25,714;385,851065;0,097011;0,109725;0,146466;-1,937083;-2,887073;-2,279509;24,738828
10:13:25,764;385,851065;0,094806;0,106365;0,145731;-1,881953;-2,892323;-2,250633;24,746704
10:13:25,814;386,888323;0,094911;0,107205;0,146649;-1,921332;-2,952697;-2,287384;24,759832
10:13:25,864;387,265507;0,100057;0,112035;0,147568;-1,860951;-2,821448;-2,195506;24,730952
10:13:25,914;384,813807;0,093966;0,107415;0,147936;-1,916081;-2,960572;-2,31626;24,744079
10:13:25,964;385,756769;0,097327;0,106365;0,147936;-1,916081;-2,834573;-2,229632;24,762457
10:13:26,014;387,171211;0,097852;0,111195;0,150324;-1,921332;-2,944823;-2,282134;24,741454
10:13:26,064;387,925581;0,097327;0,11172;0,147752;-1,895079;-2,873948;-2,237507;24,736203
10:13:26,114;386,133953;0,097011;0,108045;0,149773;-1,916081;-2,910698;-2,284759;24,741454
10:13:26,164;386,888323;0,098272;0,112245;0,147936;-1,874077;-2,894948;-2,216507;24,725701
10:13:26,214;387,171211;0,098272;0,109725;0,149773;-1,934458;-2,905448;-2,30051;24,759832
10:13:26,264;387,925581;0,098062;0,110985;0,150508;-1,884578;-2,881823;-2,237507;24,765083
10:13:26,314;386,888323;0,093756;0,10857;0,148303;-1,90558;-2,944823;-2,318885;24,751955
10:13:26,364;389,151431;0,094281;0,109515;0,147384;-1,868827;-2,855573;-2,242758;24,736203
10:13:26,414;388,868542;0,097011;0,110985;0,149589;-1,921332;-2,897573;-2,282134;24,74933
10:13:26,464;388,491358;0,097117;0,10941;0,147017;-1,871452;-2,821448;-2,224382;24,744079
10:13:26,514;388,491358;0,091236;0,1029;0,144628;-1,923957;-2,915948;-2,313635;24,741454
10:13:26,564;389,057135;0,097011;0,10773;0,147017;-1,887204;-2,881823;-2,250633;24,74933
10:13:26,614;388,302765;0,097222;0,10773;0,149589;-1,926582;-2,929073;-2,313635;24,762457
10:13:26,664;389,434319;0,093861;0,10836;0,146466;-1,853076;-2,842448;-2,248008;24,746704
10:13:26,714;390,000096;0,096591;0,109305;0,147568;-1,937083;-2,942198;-2,287384;24,772959
10:13:26,764;389,057135;0,097642;0,110145;0,149406;-1,874077;-2,842448;-2,219132;24,754581
10:13:26,814;390,000096;0,094176;0,106995;0,147384;-1,934458;-2,921198;-2,292634;24,765083
10:13:26,864;388,67995;0,094176;0,10878;0,149406;-1,881953;-2,839823;-2,203381;24,770334
10:13:26,914;389,811504;0,097642;0,107835;0,149589;-1,929207;-2,939573;-2,274259;24,754581
10:13:26,964;390,943058;0,099637;0,111195;0,149222;-1,874077;-2,855573;-2,232257;24,751955
10:13:27,014;389,717208;0,098902;0,109095;0,149406;-1,923957;-2,879198;-2,295259;24,746704
10:13:27,064;391,414539;0,096486;0,108045;0,149589;-1,860951;-2,871323;-2,250633;24,754581
10:13:27,114;390,377281;0,096906;0,112035;0,149773;-1,926582;-2,934323;-2,290009;24,751955
10:13:27,164;389,9058;0,096381;0,10878;0,149406;-1,871452;-2,845073;-2,221757;24,74933
10:13:27,214;389,717208;0,098062;0,110985;0,147384;-1,90033;-2,845073;-2,295259;24,77821
10:13:27,264;390,282985;0,095121;0,10857;0,148671;-1,847825;-2,852948;-2,224382;24,762457
10:13:27,314;390,377281;0,094806;0,107415;0,147936;-1,910831;-2,936948;-2,303135;24,741454
10:13:27,364;390,754466;0,095751;0,109095;0,147384;-1,881953;-2,847698;-2,232257;24,770334
10:13:27,414;389,528615;0,097011;0,10668;0,148854;-1,942333;-2,921198;-2,284759;24,751955
10:13:27,464;391,791723;0,096696;0,11088;0,147568;-1,910831;-2,887073;-2,216507;24,74933
10:13:27,514;391,320243;0,094176;0,110775;0,149773;-1,90558;-2,894948;-2,287384;24,744079
10:13:27,564;392,074612;0,094701;0,105945;0,147936;-1,889829;-2,834573;-2,221757;24,741454
10:13:27,614;392,546093;0,097117;0,108255;0,146833;-1,937083;-2,934323;-2,297884;24,757206
10:13:27,664;392,640389;0,095646;0,109305;0,148487;-1,855701;-2,834573;-2,208632;24,754581
10:13:27,714;392,640389;0,099637;0,109515;0,147936;-1,879328;-2,926448;-2,271634;24,74933
10:13:27,764;391,13165;0,098272;0,11319;0,147017;-1,868827;-2,852948;-2,234882;24,757206
10:13:27,814;392,546093;0,096696;0,10731;0,146466;-1,916081;-2,902823;-2,279509;24,751955
10:13:27,864;391,88602;0,095016;0,109935;0,146833;-1,879328;-2,839823;-2,282134;24,757206
10:13:27,914;391,980316;0,095856;0,106995;0,147384;-1,923957;-2,947447;-2,290009;24,751955
10:13:27,964;392,451797;0,093231;0,108675;0,147017;-1,895079;-2,834573;-2,227007;24,751955
10:13:28,014;393,206166;0,095226;0,10584;0,145731;-1,908205;-2,960572;-2,266383;24,736203
10:13:28,064;391,980316;0,096276;0,109095;0,147201;-1,902955;-2,879198;-2,245383;24,754581
10:13:28,114;392,168908;0,097222;0,109305;0,148854;-1,939708;-2,931698;-2,274259;24,738828
10:13:28,164;393,017574;0,099532;0,111825;0,147752;-1,855701;-2,913323;-2,240133;24,741454
10:13:28,214;392,828981;0,093861;0,10647;0,148303;-1,934458;-2,915948;-2,287384;24,738828
10:13:28,264;391,697427;0,093651;0,10647;0,145731;-1,8452;-2,881823;-2,248008;24,751955
10:13:28,314;392,734685;0,102262;0,114345;0,147384;-1,921332;-2,894948;-2,290009;24,741454
10:13:28,364;391,508835;0,094911;0,10857;0,146833;-1,902955;-2,887073;-2,221757;24,74933
10:13:28,414;391,697427;0,092706;0,10458;0,148303;-1,921332;-2,923823;-2,308385;24,757206
10:13:28,464;392,640389;0,098482;0,11025;0,149038;-1,855701;-2,902823;-2,282134;24,741454
10:13:28,514;389,811504;0,100057;0,11361;0,15014;-1,908205;-2,905448;-2,266383;24,765083
10:13:28,564;391,320243;0,094596;0,10647;0,147201;-1,858326;-2,892323;-2,237507;24,759832
10:13:28,614;391,603131;0,094176;0,106995;0,148487;-1,908205;-2,871323;-2,30051;24,74933
10:13:28,664;391,791723;0,098167;0,11382;0,148854;-1,855701;-2,863448;-2,253258;24,744079
10:13:28,714;389,057135;0,097852;0,109935;0,148487;-1,942333;-2,913323;-2,313635;24,746704
10:13:28,764;390,188689;0,097117;0,11193;0,151059;-1,876703;-2,852948;-2,245383;24,733577
10:13:28,814;391,320243;0,098692;0,110355;0,149589;-1,939708;-2,926448;-2,30051;24,757206
10:13:28,864;390,094392;0,097117;0,10941;0,149038;-1,866202;-2,873948;-2,229632;24,759832
10:13:28,914;388,962838;0,098587;0,10983;0,15014;-1,952834;-2,842448;-2,295259;24,762457
10:13:28,964;390,565873;0,096486;0,109935;0,151978;-1,863576;-2,855573;-2,232257;24,744079
10:13:29,014;389,057135;0,093336;0,105735;0,147568;-1,929207;-2,894948;-2,263758;24,733577
10:13:29,064;389,434319;0,093336;0,10626;0,146466;-1,887204;-2,868698;-2,248008;24,74933
10:13:29,114;390,660169;0,097747;0,107835;0,146649;-1,921332;-2,894948;-2,284759;24,746704
10:13:29,164;389,151431;0,097327;0,107625;0,147568;-1,853076;-2,847698;-2,245383;24,759832
10:13:29,214;390,094392;0,097327;0,11046;0,145363;-1,958085;-2,892323;-2,279509;24,736203
10:13:29,264;391,037354;0,097852;0,10962;0,147201;-1,876703;-2,858198;-2,234882;24,725701
10:13:29,314;390,754466;0,096906;0,10836;0,146649;-1,939708;-2,942198;-2,255883;24,74933
10:13:29,364;389,717208;0,098692;0,11025;0,147568;-1,887204;-2,824073;-2,245383;24,728326
10:13:29,414;391,508835;0,092391;0,106995;0,144996;-1,931832;-2,918573;-2,313635;24,746704
10:13:29,464;390,471577;0,093441;0,10416;0,145914;-1,90033;-2,879198;-2,261133;24,74933
10:13:29,514;390,943058;0,095646;0,107415;0,147752;-1,918706;-2,887073;-2,274259;24,751955
10:13:29,564;391,13165;0,097537;0,111405;0,147752;-1,902955;-2,818823;-2,232257;24,741454
10:13:29,614;391,697427;0,094596;0,10689;0,147384;-1,90558;-2,894948;-2,279509;24,757206
10:13:29,664;390,943058;0,093756;0,106365;0,148671;-1,895079;-2,831948;-2,237507;24,738828
10:13:29,714;391,037354;0,099112;0,107835;0,146833;-1,913456;-2,908073;-2,250633;24,780836
10:13:29,764;391,414539;0,093441;0,106155;0,145547;-1,847825;-2,847698;-2,255883;24,736203
10:13:29,814;389,717208;0,092076;0,10521;0,146098;-1,929207;-2,902823;-2,303135;24,751955
10:13:29,864;391,13165;0,096276;0,107415;0,147017;-1,892454;-2,824073;-2,219132;24,744079
10:13:29,914;388,67995;0,096486;0,11025;0,147752;-1,910831;-2,929073;-2,292634;24,772959
10:13:29,964;391,037354;0,094386;0,10899;0,147752;-1,876703;-2,845073;-2,227007;24,759832
10:13:30,014;389,245727;0,097642;0,1092;0,146098;-1,921332;-2,905448;-2,303135;24,754581
10:13:30,064;388,397061;0,094386;0,107625;0,145731;-1,874077;-2,866073;-2,234882;24,751955
10:13:30,114;388,302765;0,093336;0,10689;0,147384;-1,90558;-2,908073;-2,290009;24,744079
10:13:30,164;387,925581;0,094176;0,107205;0,147936;-1,874077;-2,863448;-2,248008;24,733577
10:13:30,214;388,019877;0,098377;0,1092;0,147384;-1,955459;-2,915948;-2,284759;24,74933
10:13:30,264;387,831284;0,097537;0,10899;0,148487;-1,897704;-2,871323;-2,263758;24,746704
10:13:30,314;387,736988;0,094911;0,10521;0,147568;-1,944959;-2,944823;-2,276884;24,733577
10:13:30,364;387,359804;0,094806;0,107415;0,146098;-1,889829;-2,860823;-2,240133;24,74933
10:13:30,414;386,605434;0,095751;0,109095;0,147384;-1,942333;-2,910698;-2,295259;24,759832
10:13:30,464;386,511138;0,096696;0,10857;0,144812;-1,881953;-2,855573;-2,232257;24,754581
10:13:30,514;386,039657;0,091341;0,105105;0,145914;-1,971211;-2,921198;-2,292634;24,759832
10:13:30,564;386,039657;0,098482;0,113505;0,147384;-1,895079;-2,894948;-2,221757;24,746704
10:13:30,614;383,965142;0,097537;0,11004;0,147201;-1,955459;-2,902823;-2,284759;24,733577
10:13:30,664;385,662473;0,094176;0,10941;0,146833;-1,860951;-2,876573;-2,216507;24,730952
10:13:30,714;384,436622;0,098167;0,106995;0,149038;-1,918706;-2,892323;-2,253258;24,757206
10:13:30,764;386,039657;0,100792;0,111195;0,148303;-1,832074;-2,852948;-2,208632;24,74933
10:13:30,814;384,813807;0,096381;0,107835;0,147017;-1,926582;-2,908073;-2,30576;24,74933
10:13:30,864;384,153734;0,097642;0,109935;0,147201;-1,868827;-2,860823;-2,206006;24,759832
10:13:30,914;383,965142;0,094281;0,105105;0,147752;-1,926582;-2,894948;-2,295259;24,754581
10:13:30,964;383,776549;0,095541;0,108045;0,148487;-1,881953;-2,858198;-2,219132;24,762457
10:13:31,014;384,530919;0,098272;0,10878;0,145547;-1,958085;-2,947447;-2,276884;24,767708
10:13:31,064;384,436622;0,096066;0,10815;0,147384;-1,884578;-2,824073;-2,240133;24,736203
10:13:31,114;383,870845;0,093126;0,1071;0,148854;-1,976461;-2,908073;-2,282134;24,762457
10:13:31,164;384,24803;0,096066;0,107835;0,149038;-1,895079;-2,876573;-2,245383;24,770334
10:13:31,214;384,059438;0,099742;0,11214;0,149957;-1,976461;-2,894948;-2,290009;24,751955
10:13:31,264;383,870845;0,094806;0,11088;0,151059;-1,908205;-2,866073;-2,219132;24,751955
10:13:31,314;383,965142;0,096591;0,107205;0,146282;-1,923957;-2,918573;-2,282134;24,746704
10:13:31,364;384,530919;0,097327;0,108465;0,148119;-1,853076;-2,855573;-2,234882;24,762457
10:13:31,414;383,587957;0,097537;0,11172;0,146833;-1,939708;-2,855573;-2,250633;24,738828
10:13:31,464;385,190992;0,099007;0,11025;0,146649;-1,874077;-2,879198;-2,208632;24,746704
10:13:31,514;384,436622;0,094911;0,10668;0,149957;-1,934458;-2,955322;-2,276884;24,767708
10:13:31,564;385,756769;0,095016;0,108465;0,146098;-1,910831;-2,860823;-2,237507;24,775585
10:13:31,614;385,096696;0,094176;0,105525;0,146282;-1,931832;-2,866073;-2,276884;24,765083
10:13:31,664;385,379584;0,096591;0,109935;0,147936;-1,897704;-2,845073;-2,221757;24,725701
10:13:31,714;387,831284;0,097957;0,110565;0,149038;-1,937083;-2,881823;-2,248008;24,728326
10:13:31,764;386,416842;0,098167;0,106785;0,145547;-1,884578;-2,866073;-2,219132;24,725701
10:13:31,814;385,002399;0,099217;0,11151;0,147384;-1,944959;-2,931698;-2,282134;24,741454
10:13:31,864;386,039657;0,099322;0,109305;0,147568;-1,902955;-2,821448;-2,227007;24,746704
10:13:31,914;387,171211;0,101422;0,112245;0,144812;-1,908205;-2,929073;-2,282134;24,74933
10:13:31,964;386,133953;0,095856;0,105945;0,147936;-1,895079;-2,831948;-2,245383;24,741454
10:13:32,014;386,605434;0,097747;0,11088;0,146833;-1,908205;-2,902823;-2,240133;24,765083
10:13:32,064;388,491358;0,097011;0,111405;0,146466;-1,876703;-2,847698;-2,242758;24,744079
10:13:32,114;388,67995;0,096696;0,10857;0,149773;-1,926582;-2,887073;-2,253258;24,733577
10:13:32,164;387,831284;0,102157;0,113085;0,149957;-1,902955;-2,868698;-2,219132;24,759832
10:13:32,214;388,114173;0,095856;0,11025;0,149957;-1,923957;-2,913323;-2,290009;24,728326
10:13:32,264;387,359804;0,094176;0,1071;0,147017;-1,897704;-2,855573;-2,242758;24,738828
10:13:32,314;387,642692;0,096276;0,111195;0,149406;-1,926582;-2,952697;-2,284759;24,741454
10:13:32,364;388,491358;0,102262;0,11088;0,15014;-1,892454;-2,860823;-2,240133;24,738828
10:13:32,414;387,642692;0,094281;0,1092;0,149222;-1,955459;-2,905448;-2,269008;24,751955
10:13:32,464;388,585654;0,093021;0,104475;0,144628;-1,892454;-2,813573;-2,255883;24,746704
10:13:32,514;386,605434;0,094701;0,106575;0,147752;-1,939708;-2,936948;-2,287384;24,751955
10:13:32,564;388,962838;0,097642;0,11046;0,15014;-1,874077;-2,852948;-2,224382;24,746704
10:13:32,614;388,491358;0,095121;0,1071;0,145914;-1,90033;-2,934323;-2,274259;24,738828
10:13:32,664;387,736988;0,091971;0,10668;0,146466;-1,874077;-2,850323;-2,237507;24,759832
10:13:32,714;387,4541;0,096486;0,107625;0,148671;-1,944959;-2,939573;-2,284759;24,730952
10:13:32,764;388,585654;0,095751;0,109725;0,144812;-1,887204;-2,873948;-2,250633;24,759832
10:13:32,814;388,67995;0,092496;0,104265;0,144996;-1,958085;-2,910698;-2,271634;24,738828
10:13:32,864;388,208469;0,096066;0,108045;0,146649;-1,876703;-2,863448;-2,240133;24,741454
10:13:32,914;388,774246;0,099847;0,110565;0,146649;-1,929207;-2,868698;-2,261133;24,746704
10:13:32,964;389,717208;0,095541;0,10668;0,147384;-1,887204;-2,900198;-2,208632;24,744079
10:13:33,014;387,548396;0,090396;0,103845;0,146098;-1,96596;-2,908073;-2,261133;24,759832
10:13:33,064;389,622912;0,095856;0,10689;0,145547;-1,887204;-2,879198;-2,255883;24,744079
10:13:33,114;388,114173;0,093966;0,106155;0,147017;-1,931832;-2,913323;-2,308385;24,733577
10:13:33,164;388,868542;0,092706;0,106995;0,146282;-1,931832;-2,881823;-2,245383;24,751955
10:13:33,214;388,491358;0,091866;0,105105;0,146649;-1,944959;-2,884448;-2,292634;24,759832
10:13:33,264;389,9058;0,094806;0,110145;0,146282;-1,895079;-2,910698;-2,250633;24,754581
10:13:33,314;388,585654;0,094701;0,105945;0,144812;-1,952834;-2,926448;-2,287384;24,746704
10:13:33,364;388,397061;0,095121;0,11025;0,146282;-1,895079;-2,863448;-2,240133;24,744079
10:13:33,414;388,774246;0,093861;0,105;0,146833;-1,934458;-2,900198;-2,290009;24,744079
10:13:33,464;388,302765;0,099322;0,1113;0,146098;-1,866202;-2,892323;-2,216507;24,725701
10:13:33,514;388,019877;0,096486;0,10752;0,148487;-1,942333;-2,921198;-2,279509;24,733577
10:13:33,564;386,605434;0,097747;0,11193;0,147752;-1,871452;-2,902823;-2,192881;24,736203
10:13:33,614;386,982619;0,094701;0,10647;0,147017;-1,939708;-2,918573;-2,263758;24,723075
10:13:33,664;385,756769;0,094281;0,106365;0,147752;-1,868827;-2,858198;-2,206006;24,712573
10:13:33,714;387,076915;0,095961;0,109305;0,147017;-1,923957;-2,929073;-2,271634;24,783461
10:13:33,764;386,982619;0,093231;0,10563;0,147384;-1,871452;-2,855573;-2,234882;24,757206
10:13:33,814;386,22825;0,093546;0,1092;0,147936;-1,934458;-2,892323;-2,287384;24,744079
10:13:33,864;385,002399;0,095541;0,11235;0,149222;-1,895079;-2,824073;-2,229632;24,746704
10:13:33,914;385,096696;0,094701;0,10857;0,146833;-1,918706;-2,936948;-2,282134;24,738828
10:13:33,964;385,945361;0,094911;0,107205;0,148119;-1,874077;-2,839823;-2,198131;24,74933
10:13:34,014;384,813807;0,092181;0,10689;0,146282;-1,913456;-2,866073;-2,287384;24,730952
10:13:34,064;385,190992;0,094701;0,109935;0,145731;-1,871452;-2,821448;-2,208632;24,741454
10:13:34,114;385,379584;0,093336;0,106785;0,146466;-1,929207;-2,902823;-2,274259;24,730952
10:13:34,164;383,399365;0,096381;0,10857;0,145731;-1,871452;-2,910698;-2,216507;24,754581
10:13:34,214;384,342326;0,096066;0,10731;0,146833;-1,939708;-2,892323;-2,290009;24,751955
10:13:34,264;384,342326;0,095226;0,108885;0,148119;-1,889829;-2,850323;-2,237507;24,738828
10:13:34,314;384,813807;0,097957;0,107205;0,147936;-1,950209;-2,902823;-2,32151;24,751955
10:13:34,364;384,813807;0,098587;0,11067;0,149406;-1,855701;-2,873948;-2,234882;24,741454
10:13:34,414;384,813807;0,097957;0,108885;0,148671;-1,910831;-2,939573;-2,292634;24,746704
10:13:34,464;385,47388;0,093861;0,106575;0,149222;-1,892454;-2,902823;-2,258508;24,754581
10:13:34,514;383,305068;0,096906;0,104265;0,147384;-1,931832;-2,968447;-2,30576;24,759832
10:13:34,564;384,813807;0,094596;0,10626;0,146098;-1,855701;-2,852948;-2,211257;24,728326
10:13:34,614;385,002399;0,091131;0,10416;0,143158;-1,934458;-2,934323;-2,290009;24,762457
10:13:34,664;385,190992;0,091446;0,10248;0,146282;-1,871452;-2,876573;-2,203381;24,730952
10:13:34,714;385,851065;0,096591;0,10962;0,147017;-1,926582;-2,931698;-2,295259;24,741454
10:13:34,764;384,342326;0,095331;0,10563;0,148119;-1,876703;-2,821448;-2,206006;24,715199
10:13:34,814;385,662473;0,092391;0,10332;0,144812;-1,921332;-2,960572;-2,290009;24,733577
10:13:34,864;385,756769;0,097222;0,11109;0,149038;-1,892454;-2,881823;-2,269008;24,746704
10:13:34,914;385,096696;0,098272;0,11004;0,148671;-1,923957;-2,934323;-2,30576;24,736203
10:13:34,964;386,039657;0,093021;0,105315;0,145179;-1,881953;-2,879198;-2,261133;24,738828
10:13:35,014;384,719511;0,093966;0,10626;0,145179;-1,929207;-2,881823;-2,292634;24,733577
10:13:35,064;386,605434;0,095331;0,11088;0,148487;-1,860951;-2,860823;-2,216507;24,741454
10:13:35,114;385,002399;0,095961;0,109095;0,147384;-1,921332;-2,873948;-2,32151;24,757206
10:13:35,164;384,342326;0,095121;0,10584;0,147752;-1,90033;-2,858198;-2,219132;24,72045
10:13:35,214;386,322546;0,092706;0,10584;0,147201;-1,939708;-2,905448;-2,271634;24,767708
10:13:35,264;388,585654;0,094806;0,109935;0,147752;-1,879328;-2,842448;-2,240133;24,741454
10:13:35,314;385,002399;0,095016;0,109515;0,149957;-1,913456;-2,897573;-2,274259;24,733577
10:13:35,364;385,662473;0,095961;0,108255;0,147201;-1,892454;-2,894948;-2,221757;24,754581
10:13:35,414;385,662473;0,094176;0,10773;0,148854;-1,910831;-2,918573;-2,266383;24,741454
10:13:35,464;386,133953;0,094806;0,10836;0,148854;-1,881953;-2,847698;-2,219132;24,762457
10:13:35,514;385,662473;0,094701;0,108465;0,147752;-1,937083;-2,921198;-2,295259;24,751955
10:13:35,564;385,662473;0,095541;0,10878;0,15014;-1,90033;-2,908073;-2,242758;24,738828
10:13:35,614;385,568176;0,098902;0,109725;0,149038;-1,921332;-2,897573;-2,269008;24,736203
10:13:35,664;385,568176;0,095856;0,10773;0,149406;-1,918706;-2,850323;-2,237507;24,741454
10:13:35,714;386,133953;0,097957;0,109515;0,149222;-1,931832;-2,900198;-2,297884;24,733577
10:13:35,764;386,22825;0,098587;0,11235;0,150692;-1,913456;-2,860823;-2,248008;24,765083
10:13:35,814;385,568176;0,097852;0,10794;0,148303;-1,921332;-2,892323;-2,271634;24,738828
10:13:35,864;387,265507;0,094911;0,10647;0,149038;-1,90558;-2,863448;-2,248008;24,751955
10:13:35,914;387,642692;0,097537;0,109305;0,148671;-1,931832;-2,884448;-2,287384;24,759832
10:13:35,964;386,605434;0,095856;0,10878;0,147384;-1,889829;-2,826698;-2,240133;24,725701
10:13:36,014;388,67995;0,096906;0,10605;0,143342;-1,895079;-2,881823;-2,269008;24,746704
10:13:36,064;388,774246;0,093231;0,106785;0,145547;-1,887204;-2,855573;-2,208632;24,751955
10:13:36,114;388,491358;0,094386;0,104685;0,145914;-1,908205;-2,902823;-2,271634;24,762457
10:13:36,164;387,076915;0,094281;0,1092;0,147201;-1,910831;-2,860823;-2,237507;24,736203
10:13:36,214;388,114173;0,092496;0,109305;0,146649;-1,923957;-2,918573;-2,266383;24,746704
10:13:36,264;387,831284;0,096381;0,10647;0,146098;-1,897704;-2,892323;-2,263758;24,744079
10:13:36,314;389,340023;0,094596;0,10626;0,146833;-1,926582;-2,908073;-2,279509;24,762457
10:13:36,364;390,471577;0,092706;0,104265;0,147568;-1,910831;-2,871323;-2,250633;24,754581
10:13:36,414;388,962838;0,096276;0,107835;0,145731;-1,926582;-2,884448;-2,290009;24,736203
10:13:36,464;388,774246;0,092286;0,10731;0,148119;-1,884578;-2,863448;-2,255883;24,736203
10:13:36,514;389,622912;0,096276;0,106365;0,145914;-1,931832;-2,913323;-2,313635;24,757206
10:13:36,564;388,302765;0,097642;0,10899;0,148854;-1,887204;-2,868698;-2,253258;24,754581
10:13:36,614;388,868542;0,092916;0,10542;0,147017;-1,934458;-2,918573;-2,250633;24,754581
10:13:36,664;389,811504;0,099112;0,112245;0,146098;-1,871452;-2,868698;-2,240133;24,759832
10:13:36,714;387,736988;0,093231;0,10752;0,146466;-1,944959;-2,902823;-2,284759;24,770334
10:13:36,764;388,302765;0,099742;0,10983;0,147568;-1,902955;-2,837198;-2,255883;24,744079
10:13:36,814;388,019877;0,095016;0,106575;0,148119;-1,918706;-2,889698;-2,31101;24,741454
