elapsed_runtime_s,Temperature TS inlet (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Bypass temperature (Mean),Pump outlet pressure (Mean),TS inlet pressure (Mean),TS outlet pressure (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Flow rate (Mean),Pressure_Ratio,Relative_Ratio_Dev,run_specific_time_s,label
1498.0,-1.105439,-1.083621,-1.388603,24.246947,0.155249,0.114582,0.100724,0.01385800000000001,0.040666999999999995,0.054525000000000004,406.827247,0.3407593193665784,0.004283174940949763,0.0,0
1499.0,-1.120533,-1.095697,-1.424565,24.24826,0.15534,0.115763,0.101621,0.014142000000000002,0.039577,0.053719,395.785166,0.357319723078478,0.05308986597732601,1.0,0
1500.0,-1.105045,-1.052381,-1.39149,24.24931,0.157196,0.116734,0.103055,0.01367900000000001,0.040462,0.05414100000000001,394.922356,0.33806193312408894,0.0036665404907069155,2.0,0
1501.0,-1.064094,-1.03361,-1.371934,24.247866,0.157545,0.117443,0.102619,0.014824000000000004,0.040101999999999985,0.05492599999999999,399.429713,0.3696481559983046,0.08942412611666684,3.0,0
1502.0,-1.078926,-1.061175,-1.404484,24.249704,0.156599,0.11559,0.101989,0.013601000000000002,0.04100899999999999,0.05460999999999999,402.720649,0.33165081687393333,0.02256133167232499,4.0,0
1503.0,-1.107933,-1.081783,-1.411309,24.254955,0.157242,0.117091,0.102603,0.014488000000000001,0.04015099999999999,0.05463899999999999,399.358991,0.3608288503685994,0.06343193821395898,5.0,0
1504.0,-1.09192,-1.0596,-1.433228,24.251016,0.156057,0.116246,0.102031,0.014215000000000005,0.039811,0.054026000000000005,399.179828,0.3570531498040793,0.05230422332824114,6.0,0
1505.0,-1.069082,-1.022978,-1.418396,24.257186,0.155754,0.116225,0.102346,0.013878999999999989,0.03952900000000001,0.053408,397.713523,0.35110043005312386,0.034760414688947305,7.0,0
1506.0,-1.071182,-1.027572,-1.415509,24.255873,0.156121,0.115474,0.101417,0.014057,0.040647000000000016,0.054704000000000017,395.756877,0.34582267270222383,0.019205849904681438,8.0,0
1507.0,-1.074463,-1.025078,-1.422596,24.251541,0.155956,0.115642,0.101086,0.014556,0.040314000000000016,0.054870000000000016,395.101519,0.3610566786555871,0.064103391942129,9.0,0
1508.0,-1.0658,-1.043718,-1.42299,24.25548,0.155589,0.115558,0.10139,0.014168,0.04003100000000001,0.05419900000000001,395.304256,0.35391686650679444,0.04306099396281571,10.0,0
1509.0,-1.077219,-1.03873,-1.451865,24.261649,0.156369,0.115527,0.100755,0.014772000000000007,0.040842,0.05561400000000001,392.513089,0.36167764365986843,0.06593349509876778,11.0,0
1510.0,-1.084045,-1.035317,-1.453834,24.256136,0.156535,0.115396,0.101296,0.014100000000000001,0.04113900000000001,0.05523900000000001,394.215135,0.3427321341759844,0.010097439167218614,12.0,0
1511.0,-1.059894,-1.024553,-1.461184,24.251935,0.15648,0.115348,0.101159,0.014189000000000007,0.041132,0.05532100000000001,395.337259,0.3449541730484041,0.01664621458379112,13.0,0
1512.0,-1.034168,-0.992919,-1.44609,24.255873,0.156526,0.115989,0.101989,0.013999999999999999,0.040537000000000004,0.054537,394.149128,0.3453549755784695,0.017827456635121308,14.0,0
1513.0,-1.034299,-1.011034,-1.440577,24.25758,0.15772,0.115942,0.10201,0.013932,0.041777999999999996,0.055709999999999996,395.092089,0.33346896766318007,0.017202892024833494,15.0,0
