Time,Temperature TS inlet (Mean),Temperature TS outlet (Mean),Tank temperature (Mean),Bypass temperature (Mean),Pump outlet pressure (Mean),TS inlet pressure (Mean),TS outlet pressure (Mean),Differential pressure (Mean),Pump to inlet DP,Total system DP,Flow rate (Mean),reading_interval_s,elapsed_runtime_s,Pressure_Ratio,Relative_Ratio_Dev,run_specific_time_s,label
2022-06-29 15:49:03.628,-1.93116,21.109799,-2.239753,23.151996,0.126079,0.074484,0.073747,0.0007370000000000015,0.051595,0.052332000000000004,3.73471,1.0,6734.0,0.014284053027366492,0.31602663587427215,0.0,0
2022-06-29 15:49:04.628,-1.930897,21.104024,-2.243165,23.151339,0.126318,0.073602,0.073485,0.00011700000000000599,0.05271600000000001,0.05283300000000002,3.805433,1.0,6735.0,0.002219397917180529,0.8937270075349566,1.0,0
2022-06-29 15:49:05.628,-1.931029,21.105861,-2.233584,23.151471,0.125868,0.073088,0.073259,-0.00017100000000000448,0.05278000000000001,0.052609,3.475396,1.0,6736.0,-0.0032398022015498844,1.15513372896688,2.0,0
2022-06-29 15:49:06.628,-1.929847,21.102711,-2.238178,23.154359,0.125849,0.074269,0.072681,0.001588000000000006,0.05157999999999999,0.05316799999999999,3.720566,1.0,6737.0,0.03078652992380928,0.47417307968559586,3.0,0
2022-06-29 15:49:07.628,-1.92381,21.10258,-2.230565,23.15554,0.125794,0.073492,0.0736,-0.00010799999999999699,0.05230199999999999,0.05219399999999999,3.640414,1.0,6738.0,-0.0020648911152323386,1.0988746345265548,4.0,0
2022-06-29 15:49:08.628,-1.92486,21.107174,-2.240147,23.16171,0.12641,0.073933,0.07307,0.0008630000000000027,0.052476999999999996,0.05334,3.390529,1.0,6739.0,0.01644498647052103,0.2125531389659021,5.0,0
2022-06-29 15:49:09.628,-1.917903,21.106911,-2.240672,23.161054,0.126272,0.07502,0.073516,0.0015040000000000053,0.05125199999999999,0.052756,3.711136,1.0,6740.0,0.02934462372934278,0.4051292705724898,6.0,0
2022-06-29 15:49:10.628,-1.920922,21.106911,-2.221378,23.16066,0.125748,0.073912,0.073049,0.0008630000000000027,0.05183599999999999,0.052698999999999996,3.696992,1.0,6741.0,0.016648339988811135,0.20281581933083703,7.0,0
2022-06-29 15:49:11.628,-1.917903,21.10993,-2.248678,23.156197,0.125436,0.073938,0.07317,0.0007680000000000048,0.05149799999999999,0.05226599999999999,3.546118,1.0,6742.0,0.014912910930309423,0.2859145903218743,8.0,0
2022-06-29 15:49:12.628,-1.917116,21.109668,-2.238703,23.16276,0.125509,0.073744,0.073164,0.0005799999999999972,0.051765000000000005,0.052345,3.414103,1.0,6743.0,0.011204265347911701,0.4634982768625744,9.0,0
2022-06-29 15:49:13.628,-1.912522,21.110718,-2.23739,23.162892,0.125794,0.074017,0.073175,0.0008419999999999955,0.05177699999999999,0.052618999999999985,3.942162,1.0,6744.0,0.016261732782262655,0.22132800429343835,10.0,0
2022-06-29 15:49:14.628,-1.910816,21.114524,-2.234765,23.164073,0.125528,0.073292,0.072786,0.0005059999999999926,0.052236000000000005,0.052742,3.432963,1.0,6745.0,0.009686620594597555,0.5361687286932488,11.0,0
2022-06-29 15:49:15.628,-1.908322,21.111768,-2.233059,23.165517,0.125326,0.073198,0.072508,0.0006899999999999962,0.052127999999999994,0.05281799999999999,3.574407,1.0,6746.0,0.013236394329451864,0.3661924146413621,12.0,0
2022-06-29 15:49:16.628,-1.899659,21.102317,-2.234109,23.165648,0.125206,0.074038,0.072918,0.0011200000000000099,0.051168000000000005,0.052288000000000015,3.994025,1.0,6747.0,0.021888252652973672,0.04809060658104003,13.0,0
2022-06-29 15:49:17.628,-1.896509,21.099561,-2.230565,23.170374,0.125877,0.073739,0.072755,0.0009839999999999988,0.05213799999999999,0.05312199999999999,3.838436,1.0,6748.0,0.018872628934195113,0.09630862632005655,14.0,0
2022-06-29 15:49:18.628,-1.891127,21.119381,-2.239884,23.166436,0.12686,0.07418,0.07287,0.0013099999999999917,0.052680000000000005,0.053989999999999996,3.48954,1.0,6749.0,0.024866650215447535,0.19070731324029122,15.0,0
2022-06-29 15:49:19.628,-1.88824,21.115575,-2.23214,23.173393,0.125932,0.072799,0.072813,-1.4000000000000123e-05,0.053132999999999986,0.053118999999999986,3.701707,1.0,6750.0,-0.0002634847743441135,1.0126166268886554,16.0,0
2022-06-29 15:49:20.628,-1.889027,21.113212,-2.240934,23.168405,0.126125,0.073723,0.07244,0.0012829999999999925,0.05240199999999999,0.05368499999999998,3.423533,1.0,6751.0,0.02448333110699755,0.1723525745930805,17.0,0
2022-06-29 15:49:21.628,-1.88719,21.111112,-2.226365,23.166698,0.126685,0.073933,0.072834,0.0010990000000000028,0.05275199999999999,0.053850999999999996,3.645129,1.0,6752.0,0.020832938411085678,0.0024417479860445734,18.0,0
2022-06-29 15:49:22.628,-1.876952,21.111112,-2.232665,23.169718,0.126428,0.073229,0.072088,0.0011410000000000031,0.05319900000000001,0.05434000000000001,3.428248,1.0,6753.0,0.021447368421052687,0.026979436612737384,19.0,0
2022-06-29 15:49:23.628,-1.875114,21.106649,-2.224528,23.171293,0.126584,0.074075,0.073296,0.0007790000000000019,0.052509,0.053288,3.588551,1.0,6754.0,0.014835269472481469,0.2896323508905637,20.0,0
2022-06-29 15:49:24.628,-1.872621,21.11098,-2.224659,23.176675,0.126309,0.074894,0.073416,0.001478000000000007,0.051415,0.05289300000000001,3.772429,1.0,6755.0,0.028745915668274603,0.37646091111782787,21.0,0
2022-06-29 15:49:25.628,-1.873933,21.114131,-2.230434,23.177988,0.126153,0.073508,0.07254,0.0009680000000000105,0.052644999999999983,0.053612999999999994,3.687562,1.0,6756.0,0.018386961972419763,0.11956415925974706,22.0,0
2022-06-29 15:49:26.628,-1.861858,21.113606,-2.229122,23.179563,0.12607,0.073481,0.073296,0.0001850000000000046,0.05258899999999998,0.05277399999999999,3.890299,1.0,6757.0,0.003517779045445991,0.8315557101786897,23.0,0
2022-06-29 15:49:27.628,-1.858708,21.109668,-2.215078,23.1772,0.127007,0.073823,0.072897,0.0009259999999999963,0.05318400000000001,0.054110000000000005,3.635699,1.0,6758.0,0.017410924132744122,0.16630046606552173,24.0,0
2022-06-29 15:49:28.628,-1.85582,21.112424,-2.23319,23.178382,0.126713,0.074038,0.072928,0.0011099999999999999,0.052674999999999986,0.053784999999999986,3.857295,1.0,6759.0,0.021072215050497382,0.009015703740126613,25.0,0
2022-06-29 15:49:29.628,-1.845976,21.113737,-2.220459,23.17615,0.126989,0.074159,0.072939,0.0012199999999999989,0.05282999999999999,0.05404999999999999,3.541403,1.0,6760.0,0.023092502507997183,0.10575454993173272,26.0,0
2022-06-29 15:49:30.628,-1.842301,21.114524,-2.224134,23.175888,0.127577,0.074484,0.073007,0.0014769999999999922,0.053093,0.054569999999999994,3.494255,1.0,6761.0,0.027818585904245154,0.3320569273786218,27.0,0
2022-06-29 15:49:31.628,-1.838232,21.110193,-2.227415,23.176413,0.127531,0.074558,0.073196,0.001362000000000002,0.052973000000000006,0.05433500000000001,3.607411,1.0,6762.0,0.02571072601653645,0.23112478887846044,28.0,0
